period,LAD,SHEF_A,report_count,user_count,average
2014-10,E06000001,Street Lights,1,1,1.0
2014-10,E06000002,Abandoned Vehicles,1,1,1.0
2014-10,E06000002,Fallen/Dangerous Trees,1,1,1.0
2014-10,E06000002,Fly-tipping,1,1,1.0
2014-10,E06000002,Other,2,2,1.0
2014-10,E06000002,Pavement /Footway Defects,1,1,1.0
2014-10,E06000002,Street Lights,1,1,1.0
2014-10,E06000004,Abandoned Vehicles,2,2,1.0
2014-10,E06000004,Dog Fouling,1,1,1.0
2014-10,E06000004,Graffiti,1,1,1.0
2014-10,E06000004,Highway Condition,2,1,2.0
2014-10,E06000004,Other,1,1,1.0
2014-10,E06000004,Parking,3,3,1.0
2014-10,E06000004,Potholes,1,1,1.0
2014-10,E06000004,Street Lights,7,7,1.0
2014-10,E06000004,Street Signs,1,1,1.0
2014-10,E06000005,Fly-tipping,1,1,1.0
2014-10,E06000005,Highway Condition,1,1,1.0
2014-10,E06000005,Rubbish,1,1,1.0
2014-10,E06000005,Street Cleaning,1,1,1.0
2014-10,E06000005,Street Lights,3,2,1.5
2014-10,E06000006,Bus Stops Damage,1,1,1.0
2014-10,E06000006,Fallen/Dangerous Trees,1,1,1.0
2014-10,E06000006,Fly-tipping,1,1,1.0
2014-10,E06000006,Highway Condition,1,1,1.0
2014-10,E06000006,Other,1,1,1.0
2014-10,E06000006,Parking,1,1,1.0
2014-10,E06000006,Street Cleaning,1,1,1.0
2014-10,E06000006,Street Lights,1,1,1.0
2014-10,E06000007,Abandoned Vehicles,1,1,1.0
2014-10,E06000007,Fallen/Dangerous Trees,1,1,1.0
2014-10,E06000007,Highway Condition,1,1,1.0
2014-10,E06000007,Pavement /Footway Defects,1,1,1.0
2014-10,E06000007,Potholes,1,1,1.0
2014-10,E06000007,Rubbish,1,1,1.0
2014-10,E06000007,Street Lights,1,1,1.0
2014-10,E06000007,Street Signs,2,2,1.0
2014-10,E06000007,Traffic Lights,1,1,1.0
