period,LAD,SHEF_B_CODE,report_count,user_count,average
2012-3,,B13,1,1,1.0
2012-3,,B19,1,1,1.0
2012-3,,B26,3,3,1.0
2012-3,,B28,2,2,1.0
2012-3,,B6,1,1,1.0
2012-3,E06000001,B16,1,1,1.0
2012-3,E06000001,B19,1,1,1.0
2012-3,E06000001,B25,1,1,1.0
2012-3,E06000001,B28,1,1,1.0
2012-3,E06000002,B13,1,1,1.0
2012-3,E06000002,B18,1,1,1.0
2012-3,E06000002,B19,1,1,1.0
2012-3,E06000002,B25,3,2,1.5
2012-3,E06000002,B26,3,2,1.5
2012-3,E06000003,B25,1,1,1.0
2012-3,E06000004,B13,2,2,1.0
2012-3,E06000004,B16,1,1,1.0
2012-3,E06000004,B25,2,2,1.0
2012-3,E06000004,B6,3,1,3.0
2012-3,E06000005,B18,1,1,1.0
2012-3,E06000006,B1,1,1,1.0
2012-3,E06000006,B13,1,1,1.0
2012-3,E06000006,B19,1,1,1.0
2012-3,E06000006,B25,1,1,1.0
2012-3,E06000007,B1,2,2,1.0
2012-3,E06000007,B13,2,2,1.0
2012-3,E06000007,B19,1,1,1.0
2012-3,E06000007,B25,5,5,1.0
2012-3,E06000007,B26,1,1,1.0
2012-3,E06000007,B27,1,1,1.0
2012-3,E06000007,B28,3,2,1.5
2012-3,E06000007,B6,1,1,1.0
2012-3,E06000008,B13,3,2,1.5
2012-3,E06000008,B19,2,2,1.0
2012-3,E06000008,B25,8,7,1.1428571428571428
2012-3,E06000008,B26,9,8,1.125
2012-3,E06000008,B28,6,6,1.0
2012-3,E06000008,B6,2,2,1.0
2012-3,E06000009,B13,2,2,1.0
2012-3,E06000009,B16,4,3,1.3333333333333333
2012-3,E06000009,B19,1,1,1.0
2012-3,E06000009,B25,4,4,1.0
2012-3,E06000009,B26,2,2,1.0
2012-3,E06000009,B28,1,1,1.0
2012-3,E06000009,B6,2,2,1.0
2012-3,E06000010,B25,1,1,1.0
2012-3,E06000011,B13,14,6,2.3333333333333335
2012-3,E06000011,B16,1,1,1.0
2012-3,E06000011,B25,8,7,1.1428571428571428
2012-3,E06000011,B28,1,1,1.0
2012-3,E06000012,B19,2,2,1.0
2012-3,E06000012,B25,3,3,1.0
2012-3,E06000012,B26,3,2,1.5
2012-3,E06000012,B6,1,1,1.0
2012-3,E06000013,B13,2,2,1.0
2012-3,E06000013,B28,1,1,1.0
2012-3,E06000014,B13,2,2,1.0
2012-3,E06000014,B14,1,1,1.0
2012-3,E06000014,B24,2,2,1.0
2012-3,E06000014,B25,4,4,1.0
2012-3,E06000014,B28,2,2,1.0
2012-3,E06000015,B13,3,2,1.5
2012-3,E06000015,B16,3,3,1.0
2012-3,E06000015,B19,1,1,1.0
2012-3,E06000015,B25,6,5,1.2
2012-3,E06000015,B26,2,2,1.0
2012-3,E06000015,B27,1,1,1.0
2012-3,E06000015,B6,1,1,1.0
2012-3,E06000016,B14,1,1,1.0
2012-3,E06000016,B16,1,1,1.0
2012-3,E06000016,B19,3,3,1.0
2012-3,E06000016,B25,12,8,1.5
2012-3,E06000016,B26,1,1,1.0
2012-3,E06000017,B25,2,2,1.0
2012-3,E06000018,B1,2,2,1.0
2012-3,E06000018,B13,1,1,1.0
2012-3,E06000018,B14,3,2,1.5
2012-3,E06000018,B16,3,3,1.0
2012-3,E06000018,B18,1,1,1.0
2012-3,E06000018,B19,3,3,1.0
2012-3,E06000018,B24,3,3,1.0
2012-3,E06000018,B25,4,2,2.0
2012-3,E06000018,B26,2,2,1.0
2012-3,E06000018,B28,2,2,1.0
2012-3,E06000018,B6,1,1,1.0
2012-3,E06000019,B13,2,2,1.0
2012-3,E06000019,B16,1,1,1.0
2012-3,E06000019,B25,7,5,1.4
2012-3,E06000019,B27,1,1,1.0
2012-3,E06000019,B28,1,1,1.0
2012-3,E06000020,B13,1,1,1.0
2012-3,E06000020,B16,1,1,1.0
2012-3,E06000020,B18,3,3,1.0
2012-3,E06000020,B19,1,1,1.0
2012-3,E06000020,B24,1,1,1.0
2012-3,E06000020,B25,11,4,2.75
2012-3,E06000020,B28,1,1,1.0
2012-3,E06000020,B6,2,2,1.0
2012-3,E06000021,B13,5,4,1.25
2012-3,E06000021,B16,1,1,1.0
2012-3,E06000021,B17,1,1,1.0
2012-3,E06000021,B19,1,1,1.0
2012-3,E06000021,B24,1,1,1.0
2012-3,E06000021,B25,10,7,1.4285714285714286
2012-3,E06000021,B26,7,6,1.1666666666666667
2012-3,E06000021,B6,3,2,1.5
2012-3,E06000022,B13,1,1,1.0
2012-3,E06000022,B19,2,2,1.0
2012-3,E06000022,B24,1,1,1.0
2012-3,E06000022,B25,3,3,1.0
2012-3,E06000022,B26,4,4,1.0
2012-3,E06000023,B1,1,1,1.0
2012-3,E06000023,B13,14,8,1.75
2012-3,E06000023,B14,78,1,78.0
2012-3,E06000023,B16,3,3,1.0
2012-3,E06000023,B18,2,2,1.0
2012-3,E06000023,B19,4,4,1.0
2012-3,E06000023,B25,3,3,1.0
2012-3,E06000023,B26,22,10,2.2
2012-3,E06000023,B28,4,4,1.0
2012-3,E06000023,B6,5,5,1.0
2012-3,E06000024,B13,4,2,2.0
2012-3,E06000024,B14,1,1,1.0
2012-3,E06000024,B24,2,2,1.0
2012-3,E06000024,B25,7,7,1.0
2012-3,E06000024,B26,2,2,1.0
2012-3,E06000024,B6,1,1,1.0
2012-3,E06000025,B13,3,3,1.0
2012-3,E06000025,B16,5,2,2.5
2012-3,E06000025,B25,5,5,1.0
2012-3,E06000025,B26,3,3,1.0
2012-3,E06000025,B6,2,2,1.0
2012-3,E06000026,B13,10,7,1.4285714285714286
