period,LAD,SHEF_B_CODE,report_count,user_count,average
2016-4,E06000001,B13,1,1,1.0
2016-4,E06000001,B15,1,1,1.0
2016-4,E06000001,B24,1,1,1.0
2016-4,E06000001,B25,4,4,1.0
2016-4,E06000001,B26,4,4,1.0
2016-4,E06000002,B1,1,1,1.0
2016-4,E06000002,B19,1,1,1.0
2016-4,E06000002,B25,6,5,1.2
2016-4,E06000002,B26,1,1,1.0
2016-4,E06000003,B16,5,3,1.6666666666666667
2016-4,E06000003,B19,1,1,1.0
2016-4,E06000003,B25,4,4,1.0
2016-4,E06000003,B26,2,2,1.0
2016-4,E06000003,B6,1,1,1.0
2016-4,E06000004,B1,1,1,1.0
2016-4,E06000004,B13,4,4,1.0
2016-4,E06000004,B16,3,3,1.0
2016-4,E06000004,B18,3,3,1.0
2016-4,E06000004,B19,2,1,2.0
2016-4,E06000004,B24,3,2,1.5
2016-4,E06000004,B25,9,7,1.2857142857142858
2016-4,E06000004,B26,2,2,1.0
2016-4,E06000004,B28,4,4,1.0
2016-4,E06000004,B4,1,1,1.0
2016-4,E06000005,B13,1,1,1.0
2016-4,E06000005,B16,1,1,1.0
2016-4,E06000005,B17,1,1,1.0
2016-4,E06000005,B19,2,1,2.0
2016-4,E06000005,B25,2,2,1.0
2016-4,E06000005,B26,10,5,2.0
2016-4,E06000005,B28,1,1,1.0
2016-4,E06000006,B1,2,2,1.0
2016-4,E06000006,B13,1,1,1.0
2016-4,E06000006,B19,1,1,1.0
2016-4,E06000006,B24,1,1,1.0
2016-4,E06000006,B25,2,2,1.0
2016-4,E06000006,B26,6,5,1.2
2016-4,E06000006,B28,1,1,1.0
2016-4,E06000006,B6,1,1,1.0
2016-4,E06000007,B13,3,2,1.5
2016-4,E06000007,B16,1,1,1.0
2016-4,E06000007,B18,2,2,1.0
2016-4,E06000007,B19,1,1,1.0
2016-4,E06000007,B25,4,4,1.0
2016-4,E06000007,B27,3,3,1.0
2016-4,E06000007,B6,1,1,1.0
2016-4,E06000008,B1,3,3,1.0
2016-4,E06000008,B13,4,2,2.0
2016-4,E06000008,B15,1,1,1.0
2016-4,E06000008,B16,3,3,1.0
2016-4,E06000008,B19,1,1,1.0
2016-4,E06000008,B24,1,1,1.0
2016-4,E06000008,B25,7,6,1.1666666666666667
2016-4,E06000008,B26,8,8,1.0
2016-4,E06000008,B28,1,1,1.0
2016-4,E06000009,B13,2,2,1.0
2016-4,E06000009,B15,2,2,1.0
2016-4,E06000009,B17,1,1,1.0
2016-4,E06000009,B18,1,1,1.0
2016-4,E06000009,B25,4,4,1.0
2016-4,E06000009,B26,6,4,1.5
2016-4,E06000009,B27,1,1,1.0
2016-4,E06000009,B28,5,5,1.0
2016-4,E06000009,B4,1,1,1.0
2016-4,E06000010,B13,2,2,1.0
2016-4,E06000010,B14,13,1,13.0
2016-4,E06000010,B15,1,1,1.0
2016-4,E06000010,B16,15,3,5.0
2016-4,E06000010,B19,1,1,1.0
2016-4,E06000010,B24,5,3,1.6666666666666667
2016-4,E06000010,B25,17,12,1.4166666666666667
2016-4,E06000010,B26,45,18,2.5
2016-4,E06000010,B28,32,2,16.0
2016-4,E06000010,B6,8,1,8.0
2016-4,E06000010,B7,1,1,1.0
2016-4,E06000011,B11,1,1,1.0
2016-4,E06000011,B13,1,1,1.0
2016-4,E06000011,B14,5,1,5.0
2016-4,E06000011,B16,13,3,4.333333333333333
2016-4,E06000011,B18,2,2,1.0
2016-4,E06000011,B19,2,2,1.0
2016-4,E06000011,B24,27,4,6.75
2016-4,E06000011,B25,31,18,1.7222222222222223
2016-4,E06000011,B26,18,7,2.5714285714285716
2016-4,E06000011,B27,1,1,1.0
2016-4,E06000011,B28,46,3,15.333333333333334
2016-4,E06000011,B7,12,5,2.4
2016-4,E06000012,B1,1,1,1.0
2016-4,E06000012,B16,1,1,1.0
2016-4,E06000012,B25,1,1,1.0
2016-4,E06000012,B26,5,5,1.0
2016-4,E06000013,B16,5,2,2.5
2016-4,E06000013,B18,1,1,1.0
2016-4,E06000013,B25,7,5,1.4
2016-4,E06000013,B26,8,4,2.0
2016-4,E06000013,B28,1,1,1.0
2016-4,E06000013,B4,1,1,1.0
2016-4,E06000013,B6,1,1,1.0
2016-4,E06000014,B13,1,1,1.0
2016-4,E06000014,B15,1,1,1.0
2016-4,E06000014,B25,5,5,1.0
2016-4,E06000014,B26,8,5,1.6
2016-4,E06000014,B6,1,1,1.0
2016-4,E06000015,B18,1,1,1.0
2016-4,E06000015,B19,2,2,1.0
2016-4,E06000015,B25,4,4,1.0
2016-4,E06000015,B26,3,3,1.0
2016-4,E06000015,B6,1,1,1.0
2016-4,E06000016,B13,2,2,1.0
2016-4,E06000016,B15,1,1,1.0
2016-4,E06000016,B16,1,1,1.0
2016-4,E06000016,B18,5,5,1.0
2016-4,E06000016,B19,2,2,1.0
2016-4,E06000016,B24,1,1,1.0
2016-4,E06000016,B25,2,2,1.0
2016-4,E06000016,B26,2,2,1.0
2016-4,E06000016,B28,2,2,1.0
2016-4,E06000017,B13,1,1,1.0
2016-4,E06000017,B25,8,2,4.0
2016-4,E06000017,B28,1,1,1.0
2016-4,E06000018,B1,3,3,1.0
2016-4,E06000018,B13,4,4,1.0
2016-4,E06000018,B14,3,2,1.5
