lad,SHEF_B_CODE,reports,unique_users,average_per_user
E06000004,B1,1,1,1.0
E06000006,B1,1,1,1.0
E06000007,B1,1,1,1.0
E06000008,B1,2,2,1.0
E06000010,B1,2,2,1.0
E06000012,B1,1,1,1.0
E06000013,B1,2,1,2.0
E06000014,B1,1,1,1.0
E06000015,B1,1,1,1.0
E06000016,B1,1,1,1.0
E06000017,B1,2,2,1.0
E06000019,B1,1,1,1.0
E06000021,B1,2,2,1.0
E06000022,B1,40,37,1.0810810810810811
E06000023,B1,5,5,1.0
E06000024,B1,4,4,1.0
E06000025,B1,1,1,1.0
E06000026,B1,3,3,1.0
E06000027,B1,1,1,1.0
E06000030,B1,1,1,1.0
E06000031,B1,1,1,1.0
E06000032,B1,2,2,1.0
E06000033,B1,1,1,1.0
E06000034,B1,2,2,1.0
E06000035,B1,2,2,1.0
E06000036,B1,1,1,1.0
E06000038,B1,3,3,1.0
E06000039,B1,2,2,1.0
E06000041,B1,1,1,1.0
E06000042,B1,3,3,1.0
E06000043,B1,5,3,1.6666666666666667
E06000046,B1,1,1,1.0
E06000052,B1,2,2,1.0
E06000055,B1,6,6,1.0
E06000056,B1,3,3,1.0
E06000058,B1,1,1,1.0
E06000059,B1,4,4,1.0
E06000060,B1,10,9,1.1111111111111112
E07000008,B1,5,5,1.0
E07000010,B1,1,1,1.0
E07000012,B1,2,2,1.0
E07000026,B1,1,1,1.0
E07000031,B1,1,1,1.0
E07000045,B1,1,1,1.0
E07000046,B1,1,1,1.0
E07000062,B1,2,2,1.0
E07000065,B1,1,1,1.0
E07000068,B1,1,1,1.0
E07000069,B1,1,1,1.0
E07000071,B1,1,1,1.0
E07000072,B1,1,1,1.0
E07000075,B1,1,1,1.0
E07000081,B1,1,1,1.0
E07000084,B1,2,2,1.0
E07000085,B1,2,2,1.0
E07000086,B1,1,1,1.0
E07000088,B1,1,1,1.0
E07000089,B1,23,22,1.0454545454545454
E07000090,B1,3,3,1.0
E07000095,B1,1,1,1.0
E07000096,B1,1,1,1.0
E07000098,B1,4,4,1.0
E07000099,B1,1,1,1.0
E07000102,B1,4,4,1.0
E07000103,B1,1,1,1.0
E07000109,B1,1,1,1.0
E07000111,B1,1,1,1.0
E07000112,B1,3,1,3.0
E07000114,B1,1,1,1.0
E07000115,B1,1,1,1.0
E07000116,B1,1,1,1.0
E07000117,B1,1,1,1.0
E07000118,B1,1,1,1.0
E07000123,B1,1,1,1.0
E07000126,B1,1,1,1.0
E07000130,B1,1,1,1.0
E07000134,B1,3,2,1.5
E07000135,B1,1,1,1.0
E07000136,B1,2,1,2.0
E07000143,B1,1,1,1.0
E07000145,B1,1,1,1.0
E07000148,B1,3,3,1.0
E07000151,B1,1,1,1.0
E07000153,B1,1,1,1.0
E07000154,B1,7,6,1.1666666666666667
E07000174,B1,1,1,1.0
E07000177,B1,6,6,1.0
E07000178,B1,6,6,1.0
E07000179,B1,5,5,1.0
E07000180,B1,3,2,1.5
E07000181,B1,1,1,1.0
E07000187,B1,1,1,1.0
E07000189,B1,1,1,1.0
E07000197,B1,1,1,1.0
E07000199,B1,1,1,1.0
E07000202,B1,1,1,1.0
E07000207,B1,3,3,1.0
E07000210,B1,3,3,1.0
E07000211,B1,2,2,1.0
E07000212,B1,3,3,1.0
E07000213,B1,1,1,1.0
E07000214,B1,1,1,1.0
E07000216,B1,1,1,1.0
E07000219,B1,1,1,1.0
E07000220,B1,1,1,1.0
E07000221,B1,2,2,1.0
E07000222,B1,2,2,1.0
E07000223,B1,2,2,1.0
E07000224,B1,3,3,1.0
E07000225,B1,1,1,1.0
E07000227,B1,1,1,1.0
E07000238,B1,1,1,1.0
E07000241,B1,1,1,1.0
E07000242,B1,9,9,1.0
E07000243,B1,35,24,1.4583333333333333
E07000245,B1,2,2,1.0
E07000246,B1,1,1,1.0
E08000002,B1,2,2,1.0
E08000003,B1,3,3,1.0
E08000004,B1,2,2,1.0
E08000005,B1,1,1,1.0
E08000007,B1,1,1,1.0
E08000009,B1,1,1,1.0
E08000010,B1,1,1,1.0
E08000012,B1,2,2,1.0
E08000013,B1,1,1,1.0
E08000014,B1,2,2,1.0
E08000015,B1,1,1,1.0
E08000016,B1,1,1,1.0
E08000017,B1,1,1,1.0
E08000019,B1,5,5,1.0
E08000021,B1,2,2,1.0
E08000022,B1,1,1,1.0
E08000024,B1,1,1,1.0
E08000025,B1,10,10,1.0
E08000026,B1,5,4,1.25
E08000027,B1,5,3,1.6666666666666667
E08000028,B1,1,1,1.0
E08000030,B1,1,1,1.0
E08000031,B1,5,4,1.25
E08000037,B1,2,2,1.0
E09000003,B1,17,13,1.3076923076923077
E09000004,B1,2,2,1.0
E09000006,B1,119,107,1.1121495327102804
E09000007,B1,1,1,1.0
E09000008,B1,7,6,1.1666666666666667
E09000009,B1,1,1,1.0
E09000011,B1,44,42,1.0476190476190477
E09000013,B1,1,1,1.0
E09000015,B1,2,2,1.0
E09000018,B1,4,3,1.3333333333333333
E09000019,B1,1,1,1.0
E09000021,B1,1,1,1.0
E09000022,B1,12,8,1.5
E09000023,B1,26,21,1.2380952380952381
E09000028,B1,4,2,2.0
E09000032,B1,3,2,1.5
E09000033,B1,1,1,1.0
S12000017,B1,1,1,1.0
S12000030,B1,2,2,1.0
S12000034,B1,1,1,1.0
S12000036,B1,2,2,1.0
S12000038,B1,1,1,1.0
S12000039,B1,1,1,1.0
S12000040,B1,1,1,1.0
S12000041,B1,1,1,1.0
S12000045,B1,1,1,1.0
S12000049,B1,3,3,1.0
W06000003,B1,2,2,1.0
W06000005,B1,1,1,1.0
W06000011,B1,1,1,1.0
W06000014,B1,1,1,1.0
W06000018,B1,1,1,1.0
W06000022,B1,2,2,1.0
W06000024,B1,1,1,1.0
E06000022,B11,7,7,1.0
E06000023,B11,5,5,1.0
E06000060,B11,17,14,1.2142857142857142
E07000136,B11,1,1,1.0
E07000137,B11,3,3,1.0
E07000139,B11,7,2,3.5
E07000141,B11,3,1,3.0
E07000142,B11,6,5,1.2
E06000021,B12,2,2,1.0
E07000179,B12,4,3,1.3333333333333333
E07000180,B12,2,2,1.0
E07000218,B12,2,2,1.0
E07000219,B12,3,3,1.0
E07000220,B12,2,2,1.0
E07000221,B12,3,3,1.0
E07000222,B12,2,2,1.0
E09000003,B12,1,1,1.0
E06000006,B13,1,1,1.0
E06000007,B13,6,6,1.0
E06000008,B13,1,1,1.0
E06000009,B13,2,2,1.0
E06000010,B13,2,2,1.0
E06000013,B13,2,2,1.0
E06000015,B13,3,3,1.0
E06000016,B13,4,4,1.0
E06000019,B13,5,4,1.25
E06000023,B13,26,17,1.5294117647058822
E06000024,B13,12,10,1.2
E06000025,B13,14,11,1.2727272727272727
E06000026,B13,4,4,1.0
E06000027,B13,2,2,1.0
E06000031,B13,7,4,1.75
E06000032,B13,6,4,1.5
E06000034,B13,4,4,1.0
E06000035,B13,1,1,1.0
E06000036,B13,6,5,1.2
E06000038,B13,5,5,1.0
E06000039,B13,6,5,1.2
E06000040,B13,4,3,1.3333333333333333
E06000041,B13,6,4,1.5
E06000042,B13,5,4,1.25
E06000044,B13,2,2,1.0
E06000045,B13,9,9,1.0
E06000046,B13,5,4,1.25
E06000049,B13,12,9,1.3333333333333333
E06000050,B13,12,3,4.0
E06000051,B13,5,4,1.25
E06000052,B13,17,16,1.0625
E06000054,B13,1,1,1.0
E06000055,B13,3,2,1.5
E06000056,B13,1,1,1.0
E06000057,B13,4,3,1.3333333333333333
E06000058,B13,3,3,1.0
E06000059,B13,7,6,1.1666666666666667
E07000009,B13,1,1,1.0
E07000028,B13,4,2,2.0
E07000029,B13,2,2,1.0
E07000031,B13,9,6,1.5
E07000034,B13,2,1,2.0
E07000035,B13,3,3,1.0
E07000036,B13,2,2,1.0
