lad,SHEF_B_CODE,reports,unique_users,average_per_user
E06000002,B1,1,1,1.0
E06000004,B1,5,5,1.0
E06000005,B1,1,1,1.0
E06000006,B1,2,2,1.0
E06000007,B1,5,4,1.25
E06000008,B1,3,3,1.0
E06000009,B1,5,5,1.0
E06000010,B1,2,1,2.0
E06000011,B1,2,2,1.0
E06000012,B1,1,1,1.0
E06000013,B1,2,2,1.0
E06000014,B1,2,2,1.0
E06000015,B1,5,5,1.0
E06000016,B1,5,4,1.25
E06000018,B1,2,2,1.0
E06000020,B1,2,2,1.0
E06000021,B1,1,1,1.0
E06000022,B1,5,5,1.0
E06000023,B1,13,13,1.0
E06000024,B1,5,5,1.0
E06000025,B1,6,6,1.0
E06000026,B1,13,12,1.0833333333333333
E06000027,B1,1,1,1.0
E06000030,B1,6,6,1.0
E06000031,B1,6,5,1.2
E06000032,B1,12,11,1.0909090909090908
E06000033,B1,2,2,1.0
E06000034,B1,5,3,1.6666666666666667
E06000035,B1,5,4,1.25
E06000036,B1,1,1,1.0
E06000038,B1,3,2,1.5
E06000039,B1,9,7,1.2857142857142858
E06000040,B1,7,6,1.1666666666666667
E06000041,B1,2,2,1.0
E06000042,B1,3,3,1.0
E06000043,B1,19,14,1.3571428571428572
E06000044,B1,5,5,1.0
E06000046,B1,2,2,1.0
E06000047,B1,6,6,1.0
E06000049,B1,6,5,1.2
E06000050,B1,1,1,1.0
E06000051,B1,4,3,1.3333333333333333
E06000052,B1,14,12,1.1666666666666667
E06000054,B1,6,6,1.0
E06000055,B1,1,1,1.0
E06000056,B1,3,2,1.5
E06000057,B1,4,4,1.0
E06000058,B1,12,12,1.0
E06000059,B1,1,1,1.0
E06000060,B1,16,15,1.0666666666666667
E07000008,B1,1,1,1.0
E07000011,B1,1,1,1.0
E07000012,B1,2,2,1.0
E07000027,B1,2,2,1.0
E07000031,B1,1,1,1.0
E07000033,B1,5,5,1.0
E07000034,B1,2,2,1.0
E07000035,B1,2,2,1.0
E07000036,B1,5,5,1.0
E07000037,B1,1,1,1.0
E07000038,B1,1,1,1.0
E07000040,B1,3,3,1.0
E07000041,B1,2,2,1.0
E07000042,B1,2,2,1.0
E07000043,B1,2,2,1.0
E07000044,B1,2,2,1.0
E07000045,B1,1,1,1.0
E07000046,B1,3,2,1.5
E07000062,B1,2,2,1.0
E07000064,B1,7,5,1.4
E07000065,B1,19,17,1.1176470588235294
E07000067,B1,3,3,1.0
E07000070,B1,2,2,1.0
E07000071,B1,6,4,1.5
E07000072,B1,2,2,1.0
E07000076,B1,1,1,1.0
E07000077,B1,1,1,1.0
E07000078,B1,8,8,1.0
E07000079,B1,1,1,1.0
E07000080,B1,2,2,1.0
E07000081,B1,4,4,1.0
E07000082,B1,1,1,1.0
E07000083,B1,1,1,1.0
E07000084,B1,13,10,1.3
E07000085,B1,3,3,1.0
E07000086,B1,7,7,1.0
E07000088,B1,5,4,1.25
E07000089,B1,55,53,1.0377358490566038
E07000090,B1,2,2,1.0
E07000091,B1,7,6,1.1666666666666667
E07000092,B1,3,3,1.0
E07000093,B1,6,6,1.0
E07000094,B1,5,4,1.25
E07000095,B1,7,6,1.1666666666666667
E07000096,B1,7,6,1.1666666666666667
E07000098,B1,4,4,1.0
E07000099,B1,3,3,1.0
E07000102,B1,2,2,1.0
E07000103,B1,6,6,1.0
E07000106,B1,6,4,1.5
E07000107,B1,11,10,1.1
E07000108,B1,1,1,1.0
E07000109,B1,5,4,1.25
E07000110,B1,2,2,1.0
E07000111,B1,7,6,1.1666666666666667
E07000112,B1,2,2,1.0
E07000113,B1,1,1,1.0
E07000114,B1,7,5,1.4
E07000115,B1,2,2,1.0
E07000116,B1,2,2,1.0
E07000117,B1,2,2,1.0
E07000118,B1,4,4,1.0
E07000120,B1,1,1,1.0
E07000121,B1,7,3,2.3333333333333335
E07000123,B1,4,4,1.0
E07000125,B1,1,1,1.0
E07000127,B1,1,1,1.0
E07000128,B1,4,4,1.0
E07000129,B1,1,1,1.0
E07000131,B1,2,2,1.0
E07000133,B1,1,1,1.0
E07000134,B1,1,1,1.0
E07000137,B1,1,1,1.0
E07000138,B1,2,2,1.0
E07000139,B1,2,2,1.0
E07000141,B1,3,3,1.0
E07000143,B1,3,2,1.5
E07000144,B1,1,1,1.0
E07000145,B1,1,1,1.0
E07000146,B1,2,2,1.0
E07000148,B1,6,6,1.0
E07000150,B1,5,5,1.0
E07000151,B1,4,3,1.3333333333333333
E07000153,B1,1,1,1.0
E07000154,B1,6,6,1.0
E07000169,B1,1,1,1.0
E07000170,B1,1,1,1.0
E07000172,B1,2,2,1.0
E07000173,B1,2,2,1.0
E07000175,B1,1,1,1.0
E07000176,B1,3,3,1.0
E07000177,B1,12,7,1.7142857142857142
E07000178,B1,5,4,1.25
E07000179,B1,8,8,1.0
E07000180,B1,20,16,1.25
E07000181,B1,4,4,1.0
E07000187,B1,3,3,1.0
E07000188,B1,4,4,1.0
E07000189,B1,2,2,1.0
E07000192,B1,1,1,1.0
E07000193,B1,1,1,1.0
E07000194,B1,22,20,1.1
E07000195,B1,2,2,1.0
E07000197,B1,1,1,1.0
E07000199,B1,1,1,1.0
E07000200,B1,3,1,3.0
E07000202,B1,2,2,1.0
E07000203,B1,1,1,1.0
E07000207,B1,7,5,1.4
E07000209,B1,6,6,1.0
E07000210,B1,1,1,1.0
E07000211,B1,4,4,1.0
E07000212,B1,15,10,1.5
E07000213,B1,3,3,1.0
E07000214,B1,6,5,1.2
E07000215,B1,2,2,1.0
E07000216,B1,2,2,1.0
E07000217,B1,2,2,1.0
E07000218,B1,1,1,1.0
E07000219,B1,2,2,1.0
E07000220,B1,1,1,1.0
E07000222,B1,1,1,1.0
E07000223,B1,3,3,1.0
E07000224,B1,4,4,1.0
E07000226,B1,4,4,1.0
E07000227,B1,1,1,1.0
E07000228,B1,10,9,1.1111111111111112
E07000229,B1,2,2,1.0
E07000234,B1,3,3,1.0
E07000235,B1,1,1,1.0
E07000236,B1,1,1,1.0
E07000238,B1,2,1,2.0
E07000240,B1,8,6,1.3333333333333333
E07000241,B1,7,7,1.0
E07000242,B1,8,7,1.1428571428571428
E07000243,B1,313,110,2.8454545454545452
E07000244,B1,2,2,1.0
E07000245,B1,4,4,1.0
E07000246,B1,1,1,1.0
E08000001,B1,5,5,1.0
E08000003,B1,3,3,1.0
E08000004,B1,2,2,1.0
E08000005,B1,2,2,1.0
E08000007,B1,3,3,1.0
E08000008,B1,1,1,1.0
E08000009,B1,3,2,1.5
E08000010,B1,8,7,1.1428571428571428
E08000012,B1,5,5,1.0
E08000013,B1,2,2,1.0
E08000014,B1,3,3,1.0
E08000015,B1,5,5,1.0
E08000017,B1,5,4,1.25
E08000019,B1,16,15,1.0666666666666667
E08000021,B1,8,7,1.1428571428571428
E08000022,B1,3,3,1.0
E08000024,B1,2,2,1.0
E08000025,B1,15,15,1.0
E08000026,B1,6,6,1.0
E08000027,B1,5,5,1.0
E08000028,B1,6,5,1.2
E08000029,B1,5,5,1.0
E08000030,B1,3,3,1.0
E08000031,B1,3,3,1.0
E08000032,B1,7,7,1.0
E08000033,B1,3,3,1.0
E08000034,B1,3,3,1.0
E08000035,B1,12,11,1.0909090909090908
E08000037,B1,4,3,1.3333333333333333
E09000001,B1,1,1,1.0
E09000002,B1,13,6,2.1666666666666665
E09000003,B1,282,255,1.1058823529411765
E09000004,B1,4,4,1.0
E09000005,B1,9,9,1.0
E09000006,B1,803,703,1.1422475106685632
E09000007,B1,23,9,2.5555555555555554
E09000008,B1,15,12,1.25
E09000009,B1,21,15,1.4
E09000010,B1,4,4,1.0
E09000011,B1,10,10,1.0
E09000012,B1,6,4,1.5
E09000014,B1,6,6,1.0
E09000015,B1,7,7,1.0
E09000016,B1,4,4,1.0
E09000017,B1,11,10,1.1
E09000018,B1,12,12,1.0
E09000019,B1,6,6,1.0
E09000020,B1,2,1,2.0
E09000021,B1,9,5,1.8
E09000022,B1,20,16,1.25
E09000023,B1,18,14,1.2857142857142858
E09000024,B1,3,3,1.0
E09000025,B1,6,6,1.0
E09000026,B1,3,3,1.0
E09000027,B1,9,8,1.125
E09000028,B1,11,9,1.2222222222222223
E09000029,B1,4,4,1.0
E09000030,B1,4,4,1.0
E09000031,B1,5,5,1.0
E09000032,B1,12,8,1.5
E09000033,B1,4,2,2.0
N09000007,B1,1,1,1.0
S12000011,B1,1,1,1.0
S12000014,B1,3,3,1.0
S12000017,B1,10,9,1.1111111111111112
S12000019,B1,1,1,1.0
S12000021,B1,1,1,1.0
S12000029,B1,3,3,1.0
S12000033,B1,9,8,1.125
S12000034,B1,2,2,1.0
S12000035,B1,1,1,1.0
S12000036,B1,4,4,1.0
S12000038,B1,3,3,1.0
S12000040,B1,3,3,1.0
S12000041,B1,1,1,1.0
S12000042,B1,5,5,1.0
S12000047,B1,4,3,1.3333333333333333
S12000048,B1,3,3,1.0
S12000049,B1,11,9,1.2222222222222223
S12000050,B1,3,3,1.0
W06000003,B1,3,3,1.0
W06000004,B1,1,1,1.0
W06000005,B1,10,9,1.1111111111111112
W06000006,B1,1,1,1.0
W06000009,B1,1,1,1.0
W06000011,B1,6,3,2.0
W06000013,B1,1,1,1.0
W06000014,B1,1,1,1.0
W06000016,B1,2,2,1.0
W06000018,B1,2,2,1.0
W06000019,B1,1,1,1.0
W06000021,B1,5,2,2.5
W06000022,B1,3,2,1.5
W06000024,B1,1,1,1.0
E09000006,B10,29,28,1.0357142857142858
E07000062,B11,1,1,1.0
E07000063,B11,3,3,1.0
E07000064,B11,1,1,1.0
E07000065,B11,7,6,1.1666666666666667
E07000178,B11,1,1,1.0
E07000180,B11,3,3,1.0
E07000181,B11,5,5,1.0
E09000001,B11,1,1,1.0
E09000003,B11,6,6,1.0
E09000010,B11,1,1,1.0
E09000011,B11,1,1,1.0
E07000040,B12,4,4,1.0
E07000042,B12,1,1,1.0
E07000043,B12,5,5,1.0
E07000044,B12,4,4,1.0
E07000045,B12,2,2,1.0
E07000047,B12,1,1,1.0
E07000085,B12,1,1,1.0
E07000219,B12,1,1,1.0
E07000220,B12,3,3,1.0
E07000221,B12,6,6,1.0
E07000222,B12,3,3,1.0
E09000003,B12,112,96,1.1666666666666667
E06000001,B13,8,7,1.1428571428571428
E06000002,B13,9,8,1.125
E06000003,B13,15,12,1.25
E06000004,B13,33,31,1.064516129032258
E06000005,B13,12,11,1.0909090909090908
E06000006,B13,15,13,1.1538461538461537
E06000007,B13,35,31,1.1290322580645162
E06000008,B13,60,37,1.6216216216216217
E06000009,B13,18,18,1.0
