period,LAD,report_count,user_count,average
2007-12,,1,1,1.0
2007-12,E06000003,1,1,1.0
2007-12,E06000004,1,1,1.0
2007-12,E06000005,1,1,1.0
2007-12,E06000006,1,1,1.0
2007-12,E06000007,1,1,1.0
2007-12,E06000008,1,1,1.0
2007-12,E06000010,1,1,1.0
2007-12,E06000011,1,1,1.0
2007-12,E06000012,1,1,1.0
2007-12,E06000014,1,1,1.0
2007-12,E06000015,3,2,1.5
2007-12,E06000016,2,2,1.0
2007-12,E06000018,10,3,3.3333333333333335
2007-12,E06000019,7,4,1.75
2007-12,E06000020,11,2,5.5
2007-12,E06000021,1,1,1.0
2007-12,E06000022,2,2,1.0
2007-12,E06000023,7,5,1.4
2007-12,E06000024,3,3,1.0
2007-12,E06000025,3,3,1.0
2007-12,E06000026,2,2,1.0
2007-12,E06000027,4,4,1.0
2007-12,E06000029,1,1,1.0
2007-12,E06000030,2,2,1.0
2007-12,E06000031,10,7,1.4285714285714286
2007-12,E06000032,3,2,1.5
2007-12,E06000035,1,1,1.0
2007-12,E06000036,2,1,2.0
2007-12,E06000037,1,1,1.0
2007-12,E06000038,2,2,1.0
2007-12,E06000039,1,1,1.0
2007-12,E06000040,1,1,1.0
2007-12,E06000041,2,2,1.0
2007-12,E06000042,2,1,2.0
2007-12,E06000043,9,6,1.5
2007-12,E06000044,3,3,1.0
2007-12,E06000045,5,4,1.25
2007-12,E06000046,1,1,1.0
2007-12,E06000047,3,2,1.5
2007-12,E06000049,6,4,1.5
2007-12,E06000050,3,2,1.5
2007-12,E06000051,5,2,2.5
2007-12,E06000052,4,4,1.0
2007-12,E06000054,12,10,1.2
2007-12,E06000055,5,4,1.25
2007-12,E06000056,2,2,1.0
2007-12,E07000004,1,1,1.0
2007-12,E07000005,1,1,1.0
2007-12,E07000006,2,1,2.0
2007-12,E07000007,2,1,2.0
2007-12,E07000008,13,9,1.4444444444444444
2007-12,E07000011,1,1,1.0
2007-12,E07000012,13,12,1.0833333333333333
2007-12,E07000026,5,2,2.5
2007-12,E07000028,1,1,1.0
2007-12,E07000031,3,2,1.5
2007-12,E07000033,1,1,1.0
2007-12,E07000040,2,2,1.0
2007-12,E07000041,1,1,1.0
2007-12,E07000044,2,2,1.0
2007-12,E07000045,3,2,1.5
2007-12,E07000046,1,1,1.0
2007-12,E07000050,1,1,1.0
2007-12,E07000052,6,4,1.5
2007-12,E07000053,1,1,1.0
2007-12,E07000062,2,2,1.0
2007-12,E07000063,1,1,1.0
2007-12,E07000064,1,1,1.0
2007-12,E07000066,5,5,1.0
2007-12,E07000070,7,7,1.0
2007-12,E07000071,3,3,1.0
2007-12,E07000072,9,2,4.5
2007-12,E07000073,1,1,1.0
2007-12,E07000075,1,1,1.0
2007-12,E07000077,1,1,1.0
2007-12,E07000078,14,13,1.0769230769230769
2007-12,E07000080,2,1,2.0
2007-12,E07000082,8,4,2.0
2007-12,E07000083,1,1,1.0
2007-12,E07000084,1,1,1.0
2007-12,E07000085,2,2,1.0
2007-12,E07000089,1,1,1.0
2007-12,E07000090,1,1,1.0
2007-12,E07000091,1,1,1.0
2007-12,E07000092,1,1,1.0
2007-12,E07000093,1,1,1.0
2007-12,E07000094,1,1,1.0
2007-12,E07000096,2,1,2.0
2007-12,E07000099,1,1,1.0
2007-12,E07000103,1,1,1.0
2007-12,E07000105,1,1,1.0
2007-12,E07000106,5,5,1.0
2007-12,E07000107,3,2,1.5
2007-12,E07000110,1,1,1.0
2007-12,E07000112,2,2,1.0
2007-12,E07000113,1,1,1.0
2007-12,E07000114,2,2,1.0
2007-12,E07000115,1,1,1.0
2007-12,E07000116,1,1,1.0
2007-12,E07000117,1,1,1.0
2007-12,E07000120,1,1,1.0
2007-12,E07000122,2,2,1.0
2007-12,E07000125,1,1,1.0
2007-12,E07000128,2,2,1.0
2007-12,E07000129,1,1,1.0
2007-12,E07000130,3,2,1.5
2007-12,E07000134,1,1,1.0
2007-12,E07000135,1,1,1.0
2007-12,E07000138,3,2,1.5
2007-12,E07000141,1,1,1.0
2007-12,E07000142,1,1,1.0
2007-12,E07000143,4,4,1.0
2007-12,E07000144,2,2,1.0
2007-12,E07000145,12,4,3.0
2007-12,E07000146,5,4,1.25
2007-12,E07000147,12,3,4.0
2007-12,E07000149,3,2,1.5
2007-12,E07000150,2,1,2.0
2007-12,E07000151,1,1,1.0
2007-12,E07000152,1,1,1.0
2007-12,E07000153,2,2,1.0
2007-12,E07000154,7,1,7.0
2007-12,E07000165,6,1,6.0
2007-12,E07000166,1,1,1.0
2007-12,E07000171,1,1,1.0
2007-12,E07000173,1,1,1.0
2007-12,E07000174,1,1,1.0
2007-12,E07000177,1,1,1.0
2007-12,E07000178,5,5,1.0
2007-12,E07000179,2,2,1.0
2007-12,E07000180,5,5,1.0
2007-12,E07000187,6,4,1.5
2007-12,E07000188,1,1,1.0
2007-12,E07000192,1,1,1.0
2007-12,E07000193,1,1,1.0
2007-12,E07000195,1,1,1.0
2007-12,E07000200,4,3,1.3333333333333333
2007-12,E07000202,2,2,1.0
2007-12,E07000204,1,1,1.0
2007-12,E07000207,6,3,2.0
2007-12,E07000208,2,2,1.0
2007-12,E07000209,5,3,1.6666666666666667
2007-12,E07000210,1,1,1.0
2007-12,E07000211,6,3,2.0
2007-12,E07000213,1,1,1.0
2007-12,E07000215,4,2,2.0
2007-12,E07000216,1,1,1.0
2007-12,E07000217,3,3,1.0
2007-12,E07000219,3,2,1.5
2007-12,E07000220,1,1,1.0
2007-12,E07000222,1,1,1.0
2007-12,E07000223,1,1,1.0
2007-12,E07000224,2,2,1.0
2007-12,E07000225,4,2,2.0
2007-12,E07000226,2,2,1.0
2007-12,E07000227,1,1,1.0
2007-12,E07000228,1,1,1.0
2007-12,E07000229,1,1,1.0
2007-12,E07000234,5,3,1.6666666666666667
2007-12,E07000235,1,1,1.0
2007-12,E07000236,2,1,2.0
2007-12,E07000239,1,1,1.0
2007-12,E07000240,4,3,1.3333333333333333
2007-12,E07000241,10,2,5.0
2007-12,E07000242,4,3,1.3333333333333333
2007-12,E07000243,2,2,1.0
2007-12,E08000001,6,4,1.5
2007-12,E08000002,2,2,1.0
2007-12,E08000003,6,3,2.0
2007-12,E08000004,2,2,1.0
2007-12,E08000005,3,3,1.0
2007-12,E08000006,11,6,1.8333333333333333
2007-12,E08000007,4,4,1.0
2007-12,E08000008,1,1,1.0
2007-12,E08000009,3,3,1.0
2007-12,E08000010,2,1,2.0
2007-12,E08000012,6,6,1.0
2007-12,E08000014,1,1,1.0
2007-12,E08000016,19,13,1.4615384615384615
2007-12,E08000017,9,7,1.2857142857142858
2007-12,E08000018,31,8,3.875
2007-12,E08000019,23,9,2.5555555555555554
2007-12,E08000021,2,2,1.0
2007-12,E08000025,13,8,1.625
2007-12,E08000026,3,3,1.0
2007-12,E08000027,3,1,3.0
2007-12,E08000028,3,1,3.0
2007-12,E08000029,1,1,1.0
2007-12,E08000030,1,1,1.0
2007-12,E08000032,5,4,1.25
2007-12,E08000033,4,3,1.3333333333333333
2007-12,E08000034,3,3,1.0
2007-12,E08000035,13,11,1.1818181818181819
2007-12,E08000036,1,1,1.0
2007-12,E08000037,1,1,1.0
2007-12,E09000001,6,1,6.0
2007-12,E09000002,3,3,1.0
2007-12,E09000003,5,4,1.25
2007-12,E09000004,1,1,1.0
2007-12,E09000005,1,1,1.0
2007-12,E09000006,2,2,1.0
2007-12,E09000007,5,4,1.25
2007-12,E09000008,1,1,1.0
2007-12,E09000009,9,5,1.8
2007-12,E09000011,3,3,1.0
2007-12,E09000012,1,1,1.0
2007-12,E09000013,3,3,1.0
2007-12,E09000014,10,7,1.4285714285714286
2007-12,E09000015,1,1,1.0
2007-12,E09000017,1,1,1.0
2007-12,E09000018,7,6,1.1666666666666667
2007-12,E09000019,30,7,4.285714285714286
2007-12,E09000020,3,1,3.0
2007-12,E09000021,5,4,1.25
2007-12,E09000022,6,4,1.5
2007-12,E09000023,4,3,1.3333333333333333
2007-12,E09000024,5,5,1.0
2007-12,E09000025,1,1,1.0
2007-12,E09000026,7,6,1.1666666666666667
2007-12,E09000027,4,4,1.0
2007-12,E09000028,5,5,1.0
2007-12,E09000029,4,4,1.0
2007-12,E09000031,4,3,1.3333333333333333
2007-12,E09000032,12,10,1.2
2007-12,E09000033,1,1,1.0
2007-12,S12000005,3,2,1.5
2007-12,S12000008,2,2,1.0
2007-12,S12000010,2,2,1.0
2007-12,S12000011,4,3,1.3333333333333333
2007-12,S12000014,19,19,1.0
2007-12,S12000015,9,8,1.125
2007-12,S12000017,3,3,1.0
2007-12,S12000018,3,2,1.5
2007-12,S12000019,1,1,1.0
2007-12,S12000020,7,3,2.3333333333333335
2007-12,S12000021,3,2,1.5
2007-12,S12000024,6,6,1.0
2007-12,S12000028,3,3,1.0
2007-12,S12000029,6,6,1.0
2007-12,S12000030,4,3,1.3333333333333333
2007-12,S12000033,10,9,1.1111111111111112
2007-12,S12000034,2,2,1.0
2007-12,S12000035,2,2,1.0
2007-12,S12000036,19,18,1.0555555555555556
2007-12,S12000038,15,8,1.875
2007-12,S12000039,4,4,1.0
2007-12,S12000040,3,2,1.5
2007-12,S12000042,2,2,1.0
2007-12,S12000044,9,8,1.125
2007-12,S12000045,1,1,1.0
2007-12,S12000046,32,23,1.391304347826087
2007-12,W06000001,1,1,1.0
2007-12,W06000002,2,2,1.0
2007-12,W06000006,1,1,1.0
2007-12,W06000009,1,1,1.0
2007-12,W06000010,3,1,3.0
2007-12,W06000011,1,1,1.0
2007-12,W06000012,1,1,1.0
2007-12,W06000014,1,1,1.0
2007-12,W06000015,2,2,1.0
2007-12,W06000018,9,2,4.5
2007-12,W06000022,1,1,1.0
2007-12,W06000024,1,1,1.0
