period,LSOA,SHEF_B_CODE,report_count,user_count,average
2011-6,E01000012,B25,1,1,1.0
2011-6,E01000012,B26,1,1,1.0
2011-6,E01000021,B24,1,1,1.0
2011-6,E01000023,B25,1,1,1.0
2011-6,E01000041,B25,1,1,1.0
2011-6,E01000082,B25,2,1,2.0
2011-6,E01000093,B16,1,1,1.0
2011-6,E01000100,B25,1,1,1.0
2011-6,E01000115,B18,1,1,1.0
2011-6,E01000118,B6,1,1,1.0
2011-6,E01000119,B1,1,1,1.0
2011-6,E01000119,B16,1,1,1.0
2011-6,E01000120,B19,1,1,1.0
2011-6,E01000128,B25,1,1,1.0
2011-6,E01000129,B26,1,1,1.0
2011-6,E01000130,B26,1,1,1.0
2011-6,E01000132,B26,1,1,1.0
2011-6,E01000136,B25,2,2,1.0
2011-6,E01000141,B14,1,1,1.0
2011-6,E01000141,B18,2,2,1.0
2011-6,E01000141,B19,1,1,1.0
2011-6,E01000141,B25,1,1,1.0
2011-6,E01000141,B28,1,1,1.0
2011-6,E01000142,B28,1,1,1.0
2011-6,E01000144,B13,1,1,1.0
2011-6,E01000144,B25,1,1,1.0
2011-6,E01000151,B19,1,1,1.0
2011-6,E01000160,B26,1,1,1.0
2011-6,E01000161,B26,1,1,1.0
2011-6,E01000162,B26,1,1,1.0
2011-6,E01000167,B25,1,1,1.0
2011-6,E01000170,B5,1,1,1.0
2011-6,E01000171,B25,1,1,1.0
2011-6,E01000173,B17,1,1,1.0
2011-6,E01000173,B26,1,1,1.0
2011-6,E01000174,B25,2,2,1.0
2011-6,E01000179,B26,1,1,1.0
2011-6,E01000182,B13,1,1,1.0
2011-6,E01000182,B16,1,1,1.0
2011-6,E01000182,B25,2,2,1.0
2011-6,E01000183,B19,1,1,1.0
2011-6,E01000184,B18,1,1,1.0
2011-6,E01000186,B19,1,1,1.0
2011-6,E01000186,B25,1,1,1.0
2011-6,E01000188,B25,1,1,1.0
2011-6,E01000191,B17,1,1,1.0
2011-6,E01000192,B19,1,1,1.0
2011-6,E01000193,B16,1,1,1.0
2011-6,E01000193,B19,1,1,1.0
2011-6,E01000193,B25,1,1,1.0
2011-6,E01000197,B25,1,1,1.0
2011-6,E01000197,B5,1,1,1.0
2011-6,E01000198,B19,1,1,1.0
2011-6,E01000203,B25,1,1,1.0
2011-6,E01000204,B25,1,1,1.0
2011-6,E01000205,B25,1,1,1.0
2011-6,E01000205,B28,2,1,2.0
2011-6,E01000206,B25,2,2,1.0
2011-6,E01000207,B25,1,1,1.0
2011-6,E01000209,B16,1,1,1.0
2011-6,E01000210,B19,1,1,1.0
2011-6,E01000212,B19,1,1,1.0
2011-6,E01000213,B16,1,1,1.0
2011-6,E01000214,B25,1,1,1.0
2011-6,E01000220,B24,1,1,1.0
2011-6,E01000221,B28,1,1,1.0
2011-6,E01000222,B25,1,1,1.0
2011-6,E01000225,B28,1,1,1.0
2011-6,E01000226,B1,1,1,1.0
2011-6,E01000226,B26,1,1,1.0
2011-6,E01000228,B19,1,1,1.0
2011-6,E01000228,B25,1,1,1.0
2011-6,E01000230,B25,1,1,1.0
