period,LSOA,SHEF_B_CODE,report_count,user_count,average
2009,,B13,4,4,1.0
2009,,B19,1,1,1.0
2009,,B25,1,1,1.0
2009,,B26,1,1,1.0
2009,E01000002,B16,1,1,1.0
2009,E01000002,B19,2,2,1.0
2009,E01000002,B28,1,1,1.0
2009,E01000003,B19,1,1,1.0
2009,E01000005,B1,1,1,1.0
2009,E01000005,B24,1,1,1.0
2009,E01000006,B25,1,1,1.0
2009,E01000007,B13,1,1,1.0
2009,E01000007,B16,1,1,1.0
2009,E01000007,B19,1,1,1.0
2009,E01000007,B24,1,1,1.0
2009,E01000007,B25,2,1,2.0
2009,E01000009,B16,1,1,1.0
2009,E01000009,B25,6,1,6.0
2009,E01000010,B16,1,1,1.0
2009,E01000010,B24,2,1,2.0
2009,E01000010,B25,5,2,2.5
2009,E01000012,B25,1,1,1.0
2009,E01000013,B19,1,1,1.0
2009,E01000015,B16,1,1,1.0
2009,E01000019,B26,2,1,2.0
2009,E01000021,B17,1,1,1.0
2009,E01000025,B13,1,1,1.0
2009,E01000025,B16,1,1,1.0
2009,E01000027,B16,1,1,1.0
2009,E01000038,B1,1,1,1.0
2009,E01000038,B26,1,1,1.0
2009,E01000039,B16,1,1,1.0
2009,E01000039,B19,1,1,1.0
2009,E01000040,B1,1,1,1.0
2009,E01000040,B16,1,1,1.0
2009,E01000040,B25,2,1,2.0
2009,E01000040,B26,3,2,1.5
2009,E01000042,B24,1,1,1.0
2009,E01000042,B25,1,1,1.0
2009,E01000044,B19,1,1,1.0
2009,E01000044,B25,1,1,1.0
2009,E01000044,B28,1,1,1.0
2009,E01000046,B26,1,1,1.0
2009,E01000050,B25,2,1,2.0
2009,E01000051,B13,1,1,1.0
2009,E01000052,B25,1,1,1.0
2009,E01000062,B1,1,1,1.0
2009,E01000069,B6,1,1,1.0
2009,E01000070,B17,1,1,1.0
2009,E01000070,B25,1,1,1.0
2009,E01000070,B26,1,1,1.0
2009,E01000071,B25,1,1,1.0
2009,E01000072,B18,1,1,1.0
2009,E01000072,B26,1,1,1.0
2009,E01000080,B19,1,1,1.0
2009,E01000080,B25,1,1,1.0
2009,E01000083,B16,1,1,1.0
2009,E01000085,B21,1,1,1.0
2009,E01000094,B1,1,1,1.0
2009,E01000096,B19,1,1,1.0
2009,E01000099,B19,1,1,1.0
2009,E01000100,B16,1,1,1.0
2009,E01000102,B16,1,1,1.0
2009,E01000105,B13,1,1,1.0
2009,E01000105,B16,2,1,2.0
2009,E01000106,B1,1,1,1.0
2009,E01000115,B13,1,1,1.0
2009,E01000115,B16,7,2,3.5
2009,E01000115,B26,1,1,1.0
2009,E01000116,B16,1,1,1.0
2009,E01000117,B25,1,1,1.0
2009,E01000119,B13,1,1,1.0
2009,E01000119,B25,1,1,1.0
2009,E01000121,B13,1,1,1.0
2009,E01000121,B19,1,1,1.0
2009,E01000121,B26,1,1,1.0
2009,E01000122,B16,1,1,1.0
2009,E01000123,B25,1,1,1.0
2009,E01000125,B16,1,1,1.0
2009,E01000126,B15,1,1,1.0
2009,E01000126,B16,1,1,1.0
2009,E01000126,B19,1,1,1.0
2009,E01000128,B16,2,2,1.0
2009,E01000128,B18,1,1,1.0
2009,E01000129,B13,2,1,2.0
2009,E01000129,B25,1,1,1.0
2009,E01000129,B26,1,1,1.0
2009,E01000133,B28,1,1,1.0
2009,E01000135,B15,1,1,1.0
2009,E01000136,B16,1,1,1.0
2009,E01000136,B25,1,1,1.0
2009,E01000138,B18,1,1,1.0
2009,E01000138,B25,1,1,1.0
2009,E01000139,B15,1,1,1.0
2009,E01000139,B24,1,1,1.0
2009,E01000140,B25,1,1,1.0
2009,E01000141,B13,1,1,1.0
2009,E01000141,B14,1,1,1.0
2009,E01000141,B24,2,2,1.0
2009,E01000141,B26,2,1,2.0
2009,E01000141,B6,1,1,1.0
2009,E01000144,B16,1,1,1.0
2009,E01000144,B19,1,1,1.0
2009,E01000147,B13,1,1,1.0
2009,E01000147,B16,1,1,1.0
2009,E01000147,B18,3,1,3.0
2009,E01000147,B25,1,1,1.0
2009,E01000147,B26,1,1,1.0
2009,E01000148,B19,1,1,1.0
2009,E01000150,B25,1,1,1.0
2009,E01000151,B16,1,1,1.0
2009,E01000155,B1,1,1,1.0
2009,E01000155,B13,1,1,1.0
2009,E01000155,B25,2,2,1.0
2009,E01000159,B1,1,1,1.0
2009,E01000159,B19,1,1,1.0
2009,E01000159,B6,1,1,1.0
2009,E01000160,B13,1,1,1.0
2009,E01000160,B16,1,1,1.0
2009,E01000160,B25,2,1,2.0
2009,E01000160,B26,1,1,1.0
2009,E01000160,B6,7,4,1.75
2009,E01000161,B19,1,1,1.0
2009,E01000163,B26,1,1,1.0
2009,E01000164,B13,1,1,1.0
2009,E01000164,B26,1,1,1.0
2009,E01000165,B26,2,1,2.0
2009,E01000166,B17,1,1,1.0
2009,E01000167,B19,1,1,1.0
2009,E01000168,B13,1,1,1.0
2009,E01000168,B16,2,1,2.0
2009,E01000169,B16,1,1,1.0
2009,E01000169,B25,1,1,1.0
2009,E01000170,B16,1,1,1.0
2009,E01000170,B17,1,1,1.0
2009,E01000170,B19,2,2,1.0
2009,E01000171,B13,2,1,2.0
2009,E01000171,B16,3,2,1.5
2009,E01000171,B18,2,2,1.0
2009,E01000171,B26,2,1,2.0
2009,E01000171,B28,2,2,1.0
