period,LSOA,SHEF_B_CODE,report_count,user_count,average
2014-10,95AA12W1,B28,1,1,1.0
2014-10,95AA13S2,B28,1,1,1.0
2014-10,95DD19S1,B28,1,1,1.0
2014-10,95GG09S3,B19,1,1,1.0
2014-10,95GG13S2,B28,1,1,1.0
2014-10,95GG22S2,B28,1,1,1.0
2014-10,95GG25S1,B28,1,1,1.0
2014-10,95GG38S1,B16,1,1,1.0
2014-10,95GG51S3,B6,1,1,1.0
2014-10,95HH04S2,B26,1,1,1.0
2014-10,95HH06S2,B28,1,1,1.0
2014-10,95II11W1,B28,2,2,1.0
2014-10,95II20W1,B28,1,1,1.0
2014-10,95LL05S1,B28,1,1,1.0
2014-10,95TT12W1,B13,1,1,1.0
2014-10,95VV01S1,B14,1,1,1.0
2014-10,95VV24S2,B13,1,1,1.0
2014-10,95WW20S1,B28,1,1,1.0
2014-10,95XX10S2,B28,1,1,1.0
2014-10,95XX13W1,B28,1,1,1.0
2014-10,E01000002,B11,1,1,1.0
2014-10,E01000003,B25,1,1,1.0
2014-10,E01000007,B1,2,1,2.0
2014-10,E01000009,B1,2,1,2.0
2014-10,E01000053,B1,1,1,1.0
2014-10,E01000081,B25,1,1,1.0
2014-10,E01000082,B28,1,1,1.0
2014-10,E01000084,B26,1,1,1.0
2014-10,E01000087,B28,1,1,1.0
2014-10,E01000090,B26,1,1,1.0
2014-10,E01000095,B25,1,1,1.0
2014-10,E01000109,B25,2,1,2.0
2014-10,E01000115,B13,2,1,2.0
2014-10,E01000115,B28,1,1,1.0
2014-10,E01000116,B13,1,1,1.0
2014-10,E01000116,B26,1,1,1.0
2014-10,E01000117,B26,3,3,1.0
2014-10,E01000118,B13,1,1,1.0
2014-10,E01000118,B26,1,1,1.0
2014-10,E01000118,B6,1,1,1.0
2014-10,E01000119,B28,1,1,1.0
2014-10,E01000120,B19,2,2,1.0
2014-10,E01000120,B28,1,1,1.0
2014-10,E01000121,B1,1,1,1.0
2014-10,E01000121,B13,2,1,2.0
2014-10,E01000121,B28,1,1,1.0
2014-10,E01000122,B19,1,1,1.0
2014-10,E01000124,B19,1,1,1.0
2014-10,E01000124,B25,1,1,1.0
2014-10,E01000125,B26,1,1,1.0
2014-10,E01000126,B26,2,2,1.0
2014-10,E01000127,B26,1,1,1.0
2014-10,E01000128,B26,1,1,1.0
2014-10,E01000129,B19,1,1,1.0
2014-10,E01000129,B7,1,1,1.0
2014-10,E01000130,B19,1,1,1.0
2014-10,E01000131,B19,1,1,1.0
2014-10,E01000131,B26,1,1,1.0
2014-10,E01000132,B26,2,2,1.0
2014-10,E01000133,B19,1,1,1.0
2014-10,E01000134,B13,1,1,1.0
2014-10,E01000134,B25,2,2,1.0
2014-10,E01000134,B26,1,1,1.0
2014-10,E01000135,B28,1,1,1.0
2014-10,E01000135,B7,1,1,1.0
2014-10,E01000136,B26,1,1,1.0
2014-10,E01000137,B7,1,1,1.0
2014-10,E01000138,B26,1,1,1.0
2014-10,E01000139,B19,1,1,1.0
2014-10,E01000139,B26,1,1,1.0
2014-10,E01000139,B28,1,1,1.0
2014-10,E01000140,B26,1,1,1.0
2014-10,E01000140,B7,1,1,1.0
2014-10,E01000141,B19,2,2,1.0
2014-10,E01000141,B26,2,2,1.0
2014-10,E01000142,B26,1,1,1.0
2014-10,E01000143,B13,1,1,1.0
2014-10,E01000143,B26,1,1,1.0
2014-10,E01000144,B25,2,2,1.0
2014-10,E01000144,B26,1,1,1.0
2014-10,E01000144,B28,1,1,1.0
2014-10,E01000145,B13,1,1,1.0
2014-10,E01000145,B25,1,1,1.0
2014-10,E01000146,B1,1,1,1.0
2014-10,E01000146,B12,1,1,1.0
2014-10,E01000146,B28,1,1,1.0
2014-10,E01000147,B1,1,1,1.0
2014-10,E01000147,B19,1,1,1.0
2014-10,E01000148,B26,1,1,1.0
2014-10,E01000150,B1,1,1,1.0
2014-10,E01000150,B13,1,1,1.0
