lad,reports,unique_users,average_per_user
E06000001,33,21,1.5714285714285714
E06000002,3,3,1.0
E06000003,7,6,1.1666666666666667
E06000004,24,20,1.2
E06000005,40,7,5.714285714285714
E06000006,13,10,1.3
E06000007,26,19,1.368421052631579
E06000008,23,16,1.4375
E06000009,17,8,2.125
E06000010,33,21,1.5714285714285714
E06000011,3,3,1.0
E06000012,8,3,2.6666666666666665
E06000013,26,19,1.368421052631579
E06000014,15,13,1.1538461538461537
E06000015,31,20,1.55
E06000016,24,13,1.8461538461538463
E06000017,50,34,1.4705882352941178
E06000018,7,5,1.4
E06000019,35,23,1.5217391304347827
E06000020,7,6,1.1666666666666667
E06000021,51,26,1.9615384615384615
E06000022,1067,618,1.726537216828479
E06000023,665,404,1.646039603960396
E06000024,61,38,1.605263157894737
E06000025,74,47,1.574468085106383
E06000026,20,15,1.3333333333333333
E06000027,4,4,1.0
E06000030,19,13,1.4615384615384615
E06000031,81,29,2.793103448275862
E06000032,62,43,1.441860465116279
E06000033,29,14,2.0714285714285716
E06000034,18,16,1.125
E06000035,60,35,1.7142857142857142
E06000036,36,31,1.1612903225806452
E06000037,19,14,1.3571428571428572
E06000038,73,57,1.280701754385965
E06000039,43,25,1.72
E06000040,32,19,1.6842105263157894
E06000041,74,52,1.4230769230769231
E06000042,31,19,1.631578947368421
E06000043,51,38,1.3421052631578947
E06000044,9,9,1.0
E06000045,55,38,1.4473684210526316
E06000046,18,7,2.5714285714285716
E06000047,4,4,1.0
E06000049,88,63,1.3968253968253967
E06000050,38,20,1.9
E06000051,42,26,1.6153846153846154
E06000052,86,66,1.303030303030303
E06000054,10,9,1.1111111111111112
E06000055,34,19,1.7894736842105263
E06000056,15,12,1.25
E06000057,20,12,1.6666666666666667
E06000058,26,20,1.3
E06000059,44,41,1.0731707317073171
E06000060,2153,1406,1.531294452347084
E07000008,11,11,1.0
E07000009,6,4,1.5
E07000010,7,5,1.4
E07000011,6,5,1.2
E07000012,7,7,1.0
E07000026,10,6,1.6666666666666667
E07000027,9,6,1.5
E07000028,10,6,1.6666666666666667
E07000029,30,20,1.5
E07000030,7,6,1.1666666666666667
E07000031,16,12,1.3333333333333333
E07000032,12,10,1.2
E07000033,14,11,1.2727272727272727
E07000034,10,7,1.4285714285714286
E07000035,12,10,1.2
E07000036,37,13,2.8461538461538463
E07000037,8,6,1.3333333333333333
E07000038,24,20,1.2
E07000039,20,13,1.5384615384615385
E07000040,12,7,1.7142857142857142
E07000041,4,4,1.0
E07000042,2,2,1.0
E07000043,6,5,1.2
E07000044,4,4,1.0
