lad,reports,unique_users,average_per_user
E06000001,32,18,1.7777777777777777
E06000002,78,54,1.4444444444444444
E06000003,58,39,1.4871794871794872
E06000004,70,47,1.4893617021276595
E06000005,65,37,1.7567567567567568
E06000006,54,35,1.542857142857143
E06000007,143,86,1.6627906976744187
E06000008,344,191,1.801047120418848
E06000009,154,80,1.925
E06000010,157,92,1.7065217391304348
E06000011,252,146,1.726027397260274
E06000012,45,35,1.2857142857142858
E06000013,37,27,1.3703703703703705
E06000014,78,50,1.56
E06000015,135,81,1.6666666666666667
E06000016,199,89,2.235955056179775
E06000017,33,11,3.0
E06000018,272,90,3.022222222222222
E06000019,196,79,2.481012658227848
E06000020,308,92,3.347826086956522
E06000021,315,129,2.441860465116279
E06000022,98,54,1.8148148148148149
E06000023,471,234,2.0128205128205128
E06000024,264,122,2.1639344262295084
E06000025,137,85,1.611764705882353
E06000026,368,193,1.9067357512953367
E06000027,92,51,1.803921568627451
E06000030,185,97,1.907216494845361
E06000031,564,113,4.991150442477876
E06000032,159,65,2.4461538461538463
E06000033,138,49,2.816326530612245
E06000034,30,21,1.4285714285714286
E06000035,125,83,1.5060240963855422
E06000036,126,71,1.7746478873239437
E06000037,117,80,1.4625
E06000038,241,132,1.8257575757575757
E06000039,77,50,1.54
E06000040,98,65,1.5076923076923077
E06000041,322,164,1.9634146341463414
E06000042,266,115,2.3130434782608695
E06000043,408,154,2.6493506493506493
E06000044,155,94,1.648936170212766
E06000045,691,415,1.6650602409638555
E06000046,167,45,3.7111111111111112
E06000047,363,194,1.8711340206185567
E06000049,722,262,2.7557251908396947
E06000050,178,126,1.4126984126984128
E06000051,166,91,1.8241758241758241
E06000052,289,172,1.680232558139535
E06000054,341,191,1.7853403141361257
E06000055,150,72,2.0833333333333335
E06000056,540,214,2.5233644859813085
E06000057,360,180,2.0
E06000058,624,173,3.606936416184971
E06000059,256,141,1.8156028368794326
E06000060,1109,501,2.2135728542914173
E07000008,482,211,2.2843601895734595
E07000009,53,29,1.8275862068965518
E07000010,84,45,1.8666666666666667
E07000011,125,77,1.6233766233766234
E07000012,332,190,1.7473684210526317
E07000026,58,30,1.9333333333333333
E07000027,55,34,1.6176470588235294
E07000028,36,28,1.2857142857142858
E07000029,59,38,1.5526315789473684
E07000030,33,19,1.736842105263158
E07000031,137,78,1.7564102564102564
E07000032,80,52,1.5384615384615385
E07000033,28,22,1.2727272727272727
E07000034,59,39,1.5128205128205128
E07000035,44,27,1.6296296296296295
E07000036,106,70,1.5142857142857142
E07000037,51,34,1.5
