lad,reports,unique_users,average_per_user
E06000001,45,25,1.8
E06000002,5,5,1.0
E06000003,18,15,1.2
E06000004,29,19,1.5263157894736843
E06000005,58,14,4.142857142857143
E06000006,41,15,2.7333333333333334
E06000007,33,21,1.5714285714285714
E06000008,27,16,1.6875
E06000009,16,12,1.3333333333333333
E06000010,89,43,2.0697674418604652
E06000011,3,3,1.0
E06000012,6,6,1.0
E06000013,15,12,1.25
E06000014,15,9,1.6666666666666667
E06000015,39,27,1.4444444444444444
E06000016,34,14,2.4285714285714284
E06000017,70,42,1.6666666666666667
E06000018,13,13,1.0
E06000019,103,39,2.641025641025641
E06000020,11,6,1.8333333333333333
E06000021,60,42,1.4285714285714286
E06000022,1095,613,1.7862969004893965
E06000023,828,544,1.5220588235294117
E06000024,43,27,1.5925925925925926
E06000025,123,53,2.3207547169811322
E06000026,14,13,1.0769230769230769
E06000027,25,10,2.5
E06000030,28,17,1.6470588235294117
E06000031,83,46,1.8043478260869565
E06000032,132,76,1.736842105263158
E06000033,29,11,2.6363636363636362
E06000034,15,15,1.0
E06000035,65,36,1.8055555555555556
E06000036,41,32,1.28125
E06000037,33,24,1.375
E06000038,79,48,1.6458333333333333
E06000039,38,23,1.6521739130434783
E06000040,52,29,1.793103448275862
E06000041,78,51,1.5294117647058822
E06000042,70,26,2.6923076923076925
E06000043,48,32,1.5
E06000044,10,10,1.0
E06000045,99,55,1.8
E06000046,12,6,2.0
E06000047,5,5,1.0
E06000049,15,14,1.0714285714285714
E06000050,7,7,1.0
E06000051,23,19,1.2105263157894737
E06000052,98,65,1.5076923076923077
E06000054,27,17,1.588235294117647
E06000055,29,20,1.45
E06000056,12,11,1.0909090909090908
E06000057,27,20,1.35
E06000058,14,13,1.0769230769230769
E06000059,45,33,1.3636363636363635
E06000060,2110,1356,1.556047197640118
E07000008,11,10,1.1
E07000009,3,3,1.0
E07000010,4,4,1.0
E07000011,4,4,1.0
E07000012,7,7,1.0
E07000026,7,5,1.4
E07000027,8,6,1.3333333333333333
E07000028,27,7,3.857142857142857
E07000029,17,13,1.3076923076923077
E07000030,6,4,1.5
E07000031,14,11,1.2727272727272727
E07000032,16,12,1.3333333333333333
E07000033,18,11,1.6363636363636365
E07000034,14,12,1.1666666666666667
E07000035,15,10,1.5
E07000036,47,21,2.238095238095238
E07000037,15,13,1.1538461538461537
E07000038,34,17,2.0
E07000039,20,13,1.5384615384615385
E07000040,3,3,1.0
E07000041,1,1,1.0
