lad,reports,unique_users,average_per_user
E06000002,1,1,1.0
E06000003,1,1,1.0
E06000004,3,2,1.5
E06000005,1,1,1.0
E06000007,2,2,1.0
E06000008,1,1,1.0
E06000009,1,1,1.0
E06000010,3,2,1.5
E06000011,8,7,1.1428571428571428
E06000014,1,1,1.0
E06000015,4,4,1.0
E06000016,10,6,1.6666666666666667
E06000017,1,1,1.0
E06000018,10,1,10.0
E06000019,9,3,3.0
E06000020,6,1,6.0
E06000021,4,3,1.3333333333333333
E06000022,3,2,1.5
E06000023,22,19,1.1578947368421053
E06000024,9,4,2.25
E06000026,7,3,2.3333333333333335
E06000027,1,1,1.0
E06000030,3,3,1.0
E06000031,34,9,3.7777777777777777
E06000032,2,2,1.0
E06000034,1,1,1.0
E06000035,2,2,1.0
E06000036,1,1,1.0
E06000037,1,1,1.0
E06000038,4,4,1.0
E06000039,3,2,1.5
E06000040,2,2,1.0
E06000041,3,3,1.0
E06000042,16,14,1.1428571428571428
E06000043,10,6,1.6666666666666667
E06000044,2,2,1.0
E06000045,6,5,1.2
E06000047,8,5,1.6
E06000049,7,5,1.4
E06000050,8,6,1.3333333333333333
E06000051,1,1,1.0
E06000052,9,4,2.25
E06000054,5,5,1.0
E06000055,4,4,1.0
E06000056,2,2,1.0
E06000057,12,7,1.7142857142857142
E06000058,9,8,1.125
E06000059,5,5,1.0
E06000060,10,10,1.0
E07000008,24,16,1.5
E07000011,2,2,1.0
E07000012,6,4,1.5
E07000028,1,1,1.0
E07000029,3,3,1.0
E07000030,1,1,1.0
E07000031,2,2,1.0
E07000032,4,2,2.0
E07000035,1,1,1.0
E07000036,5,3,1.6666666666666667
E07000037,1,1,1.0
E07000038,6,5,1.2
E07000040,6,4,1.5
E07000042,2,2,1.0
E07000043,1,1,1.0
E07000044,1,1,1.0
E07000045,1,1,1.0
E07000062,3,3,1.0
E07000064,3,1,3.0
E07000065,2,2,1.0
E07000066,3,3,1.0
E07000067,1,1,1.0
E07000069,1,1,1.0
E07000070,2,1,2.0
E07000071,2,2,1.0
E07000072,3,3,1.0
E07000075,1,1,1.0
E07000076,1,1,1.0
E07000078,21,14,1.5
E07000080,1,1,1.0
E07000081,4,4,1.0
E07000082,3,3,1.0
E07000083,5,5,1.0
E07000084,117,3,39.0
E07000085,4,4,1.0
E07000088,1,1,1.0
E07000089,1,1,1.0
E07000090,2,1,2.0
E07000091,9,4,2.25
E07000093,1,1,1.0
E07000094,4,4,1.0
E07000095,1,1,1.0
E07000096,3,3,1.0
E07000098,2,2,1.0
E07000102,3,3,1.0
E07000105,1,1,1.0
E07000106,3,1,3.0
E07000108,3,3,1.0
E07000110,2,2,1.0
E07000111,1,1,1.0
E07000112,2,2,1.0
E07000113,3,1,3.0
E07000114,2,2,1.0
E07000115,8,4,2.0
E07000116,7,5,1.4
E07000117,3,2,1.5
E07000118,1,1,1.0
E07000121,1,1,1.0
E07000122,1,1,1.0
E07000125,1,1,1.0
E07000127,2,2,1.0
E07000128,1,1,1.0
E07000129,2,1,2.0
E07000130,4,3,1.3333333333333333
E07000131,1,1,1.0
E07000132,1,1,1.0
E07000135,1,1,1.0
E07000137,1,1,1.0
E07000138,2,2,1.0
E07000139,9,6,1.5
E07000140,2,2,1.0
E07000141,3,3,1.0
E07000143,3,2,1.5
E07000144,3,3,1.0
E07000145,9,6,1.5
E07000146,1,1,1.0
E07000147,7,6,1.1666666666666667
E07000148,2,2,1.0
E07000149,3,3,1.0
E07000152,1,1,1.0
E07000154,4,3,1.3333333333333333
E07000156,3,2,1.5
E07000165,1,1,1.0
E07000167,2,2,1.0
E07000170,1,1,1.0
E07000171,3,1,3.0
E07000172,1,1,1.0
E07000173,1,1,1.0
E07000174,1,1,1.0
E07000175,1,1,1.0
E07000177,3,2,1.5
E07000178,9,7,1.2857142857142858
E07000179,6,4,1.5
E07000180,8,7,1.1428571428571428
E07000181,2,1,2.0
E07000187,1,1,1.0
E07000188,3,2,1.5
E07000189,1,1,1.0
E07000193,1,1,1.0
E07000194,1,1,1.0
E07000195,1,1,1.0
E07000200,1,1,1.0
E07000202,3,1,3.0
E07000207,3,3,1.0
E07000209,7,5,1.4
E07000210,4,4,1.0
E07000211,7,4,1.75
E07000212,2,2,1.0
E07000213,2,2,1.0
E07000214,1,1,1.0
E07000215,3,3,1.0
E07000216,6,4,1.5
E07000217,6,3,2.0
E07000222,2,1,2.0
E07000223,1,1,1.0
E07000224,3,3,1.0
E07000225,6,6,1.0
E07000226,6,2,3.0
E07000228,3,2,1.5
