period,LAD,report_count,user_count,average
2012-12,,17,17,1.0
2012-12,E06000001,5,5,1.0
2012-12,E06000002,3,3,1.0
2012-12,E06000003,3,3,1.0
2012-12,E06000004,3,3,1.0
2012-12,E06000005,6,6,1.0
2012-12,E06000006,11,8,1.375
2012-12,E06000007,17,17,1.0
2012-12,E06000008,39,30,1.3
2012-12,E06000009,5,5,1.0
2012-12,E06000010,4,4,1.0
2012-12,E06000011,27,18,1.5
2012-12,E06000012,7,5,1.4
2012-12,E06000013,6,6,1.0
2012-12,E06000014,9,9,1.0
2012-12,E06000015,14,11,1.2727272727272727
2012-12,E06000016,15,14,1.0714285714285714
2012-12,E06000017,6,2,3.0
2012-12,E06000018,16,13,1.2307692307692308
2012-12,E06000019,39,21,1.8571428571428572
2012-12,E06000020,17,11,1.5454545454545454
2012-12,E06000021,49,21,2.3333333333333335
2012-12,E06000022,8,6,1.3333333333333333
2012-12,E06000023,57,32,1.78125
2012-12,E06000024,12,9,1.3333333333333333
2012-12,E06000025,28,15,1.8666666666666667
2012-12,E06000026,23,16,1.4375
2012-12,E06000027,15,6,2.5
2012-12,E06000028,27,18,1.5
2012-12,E06000029,8,6,1.3333333333333333
2012-12,E06000030,15,12,1.25
2012-12,E06000031,43,27,1.5925925925925926
2012-12,E06000032,14,10,1.4
2012-12,E06000033,7,5,1.4
2012-12,E06000034,4,4,1.0
2012-12,E06000035,10,8,1.25
2012-12,E06000036,12,9,1.3333333333333333
2012-12,E06000037,18,15,1.2
2012-12,E06000038,46,25,1.84
2012-12,E06000039,4,4,1.0
2012-12,E06000040,16,12,1.3333333333333333
2012-12,E06000041,23,18,1.2777777777777777
2012-12,E06000042,25,14,1.7857142857142858
2012-12,E06000043,27,17,1.588235294117647
2012-12,E06000044,12,5,2.4
2012-12,E06000045,182,117,1.5555555555555556
2012-12,E06000046,20,12,1.6666666666666667
2012-12,E06000047,33,27,1.2222222222222223
2012-12,E06000049,107,66,1.621212121212121
2012-12,E06000050,21,16,1.3125
2012-12,E06000051,20,15,1.3333333333333333
2012-12,E06000052,38,29,1.3103448275862069
2012-12,E06000054,56,38,1.4736842105263157
2012-12,E06000055,20,15,1.3333333333333333
2012-12,E06000056,34,27,1.2592592592592593
2012-12,E06000057,39,30,1.3
2012-12,E07000004,33,22,1.5
2012-12,E07000005,26,15,1.7333333333333334
2012-12,E07000006,24,15,1.6
2012-12,E07000007,16,15,1.0666666666666667
2012-12,E07000008,39,23,1.6956521739130435
2012-12,E07000009,6,5,1.2
2012-12,E07000010,30,4,7.5
2012-12,E07000011,38,15,2.533333333333333
2012-12,E07000012,41,30,1.3666666666666667
2012-12,E07000026,5,5,1.0
