lad,reports,unique_users,average_per_user
E06000003,2,2,1.0
E06000004,1,1,1.0
E06000006,2,2,1.0
E06000007,1,1,1.0
E06000008,2,2,1.0
E06000009,2,2,1.0
E06000010,1,1,1.0
E06000011,1,1,1.0
E06000014,1,1,1.0
E06000015,1,1,1.0
E06000016,3,2,1.5
E06000018,20,5,4.0
E06000019,14,8,1.75
E06000020,3,2,1.5
E06000021,1,1,1.0
E06000022,4,4,1.0
E06000023,16,12,1.3333333333333333
E06000024,2,2,1.0
E06000025,1,1,1.0
E06000026,1,1,1.0
E06000027,2,2,1.0
E06000030,2,2,1.0
E06000031,23,17,1.3529411764705883
E06000035,2,2,1.0
E06000036,3,2,1.5
E06000038,6,3,2.0
E06000039,1,1,1.0
E06000040,1,1,1.0
E06000041,3,3,1.0
E06000042,10,7,1.4285714285714286
E06000043,6,6,1.0
E06000044,1,1,1.0
E06000046,1,1,1.0
E06000047,1,1,1.0
E06000049,2,1,2.0
E06000050,2,2,1.0
E06000051,4,2,2.0
E06000052,7,7,1.0
E06000054,4,4,1.0
E06000055,2,2,1.0
E06000056,4,2,2.0
E06000057,5,5,1.0
E06000058,1,1,1.0
E06000059,5,5,1.0
E06000060,16,8,2.0
E07000008,6,5,1.2
E07000010,2,2,1.0
E07000011,5,5,1.0
E07000012,15,10,1.5
E07000026,5,2,2.5
E07000033,1,1,1.0
E07000034,1,1,1.0
E07000036,1,1,1.0
E07000039,2,2,1.0
E07000040,9,5,1.8
E07000041,2,2,1.0
E07000045,2,1,2.0
E07000046,1,1,1.0
E07000063,1,1,1.0
E07000066,1,1,1.0
E07000067,5,5,1.0
E07000068,1,1,1.0
E07000070,2,1,2.0
E07000072,9,4,2.25
E07000078,18,13,1.3846153846153846
E07000080,2,2,1.0
E07000081,1,1,1.0
E07000084,2,2,1.0
E07000085,1,1,1.0
E07000086,1,1,1.0
E07000091,1,1,1.0
E07000095,1,1,1.0
E07000096,3,2,1.5
E07000098,1,1,1.0
E07000099,4,4,1.0
E07000102,1,1,1.0
E07000103,1,1,1.0
E07000106,10,4,2.5
E07000107,1,1,1.0
E07000110,3,2,1.5
E07000111,1,1,1.0
E07000114,6,2,3.0
E07000116,3,2,1.5
E07000120,2,2,1.0
E07000121,1,1,1.0
E07000122,3,3,1.0
E07000124,1,1,1.0
E07000128,1,1,1.0
E07000129,1,1,1.0
E07000135,1,1,1.0
E07000137,2,1,2.0
E07000139,2,2,1.0
E07000141,3,2,1.5
E07000144,3,3,1.0
E07000145,24,8,3.0
E07000146,2,2,1.0
E07000147,4,3,1.3333333333333333
E07000148,1,1,1.0
E07000151,1,1,1.0
E07000152,1,1,1.0
E07000153,3,2,1.5
E07000154,2,2,1.0
E07000155,1,1,1.0
E07000165,1,1,1.0
E07000166,2,1,2.0
E07000168,1,1,1.0
E07000169,3,3,1.0
E07000170,1,1,1.0
E07000171,1,1,1.0
E07000172,10,2,5.0
E07000173,1,1,1.0
E07000178,13,7,1.8571428571428572
E07000179,4,2,2.0
E07000188,1,1,1.0
E07000189,2,2,1.0
E07000198,1,1,1.0
E07000202,11,4,2.75
E07000207,3,3,1.0
E07000208,3,3,1.0
E07000209,2,2,1.0
E07000210,1,1,1.0
E07000215,3,2,1.5
E07000216,4,4,1.0
E07000217,2,2,1.0
E07000219,1,1,1.0
E07000221,2,1,2.0
E07000222,1,1,1.0
E07000223,1,1,1.0
E07000226,2,2,1.0
E07000227,1,1,1.0
E07000228,1,1,1.0
E07000229,1,1,1.0
E07000235,1,1,1.0
E07000236,1,1,1.0
E07000237,2,1,2.0
E07000242,1,1,1.0
E07000244,2,2,1.0
E08000001,3,3,1.0
E08000003,15,9,1.6666666666666667
E08000004,2,2,1.0
E08000006,2,2,1.0
E08000007,7,5,1.4
E08000008,2,2,1.0
E08000010,7,2,3.5
E08000011,1,1,1.0
E08000012,2,2,1.0
E08000014,1,1,1.0
E08000016,9,7,1.2857142857142858
E08000017,4,4,1.0
E08000018,13,6,2.1666666666666665
E08000019,25,19,1.3157894736842106
E08000021,4,4,1.0
E08000022,1,1,1.0
E08000024,1,1,1.0
E08000025,18,4,4.5
E08000026,2,2,1.0
E08000027,2,2,1.0
E08000028,1,1,1.0
E08000029,2,2,1.0
E08000030,3,2,1.5
E08000031,2,2,1.0
E08000032,8,7,1.1428571428571428
E08000033,3,3,1.0
E08000034,3,3,1.0
E08000035,8,7,1.1428571428571428
E08000037,1,1,1.0
E09000001,1,1,1.0
E09000002,1,1,1.0
E09000003,7,7,1.0
E09000004,2,1,2.0
E09000005,2,2,1.0
E09000006,1,1,1.0
E09000007,2,2,1.0
E09000008,2,2,1.0
E09000009,9,5,1.8
E09000011,3,3,1.0
E09000012,8,8,1.0
E09000013,2,2,1.0
E09000014,4,4,1.0
E09000015,3,2,1.5
E09000017,3,3,1.0
E09000018,9,6,1.5
E09000019,26,5,5.2
E09000020,6,3,2.0
E09000021,2,2,1.0
E09000022,8,7,1.1428571428571428
E09000023,2,2,1.0
E09000024,1,1,1.0
