period,LAD,report_count,user_count,average
2014,,5,3,1.6666666666666667
2014,E06000001,67,41,1.6341463414634145
2014,E06000002,77,42,1.8333333333333333
2014,E06000003,63,36,1.75
2014,E06000004,314,185,1.6972972972972973
2014,E06000005,86,47,1.8297872340425532
2014,E06000006,129,74,1.7432432432432432
2014,E06000007,259,128,2.0234375
2014,E06000008,434,207,2.0966183574879227
2014,E06000009,181,102,1.7745098039215685
2014,E06000010,528,90,5.866666666666666
2014,E06000011,756,158,4.784810126582278
2014,E06000012,118,55,2.1454545454545455
2014,E06000013,148,36,4.111111111111111
2014,E06000014,235,97,2.422680412371134
2014,E06000015,149,86,1.7325581395348837
2014,E06000016,160,93,1.7204301075268817
2014,E06000017,45,22,2.0454545454545454
2014,E06000018,335,119,2.8151260504201683
2014,E06000019,437,183,2.387978142076503
2014,E06000020,114,67,1.7014925373134329
2014,E06000021,340,136,2.5
2014,E06000022,262,113,2.3185840707964602
2014,E06000023,844,351,2.4045584045584047
2014,E06000024,380,171,2.2222222222222223
2014,E06000025,493,206,2.3932038834951457
2014,E06000026,620,262,2.366412213740458
2014,E06000027,158,78,2.0256410256410255
2014,E06000030,287,141,2.0354609929078014
2014,E06000031,787,192,4.098958333333333
2014,E06000032,556,89,6.247191011235955
2014,E06000033,287,92,3.119565217391304
2014,E06000034,283,86,3.2906976744186047
2014,E06000035,173,88,1.9659090909090908
2014,E06000036,198,99,2.0
2014,E06000037,282,135,2.088888888888889
2014,E06000038,573,178,3.2191011235955056
2014,E06000039,214,79,2.7088607594936707
2014,E06000040,307,138,2.2246376811594204
2014,E06000041,616,211,2.919431279620853
2014,E06000042,476,151,3.152317880794702
2014,E06000043,454,210,2.1619047619047618
2014,E06000044,131,95,1.3789473684210527
2014,E06000045,2613,1222,2.1382978723404253
2014,E06000046,284,75,3.7866666666666666
2014,E06000047,575,260,2.2115384615384617
2014,E06000049,905,357,2.5350140056022408
2014,E06000050,420,216,1.9444444444444444
2014,E06000051,240,150,1.6
2014,E06000052,655,330,1.9848484848484849
2014,E06000054,758,367,2.0653950953678475
2014,E06000055,201,94,2.1382978723404253
2014,E06000056,713,232,3.0732758620689653
2014,E06000057,435,204,2.1323529411764706
2014,E06000058,932,227,4.105726872246696
2014,E06000059,408,213,1.9154929577464788
2014,E07000004,530,246,2.154471544715447
2014,E07000005,402,157,2.5605095541401273
2014,E07000006,435,199,2.185929648241206
2014,E07000007,559,275,2.0327272727272727
2014,E07000008,575,260,2.2115384615384617
2014,E07000009,121,66,1.8333333333333333
2014,E07000010,174,46,3.782608695652174
2014,E07000011,279,174,1.603448275862069
2014,E07000012,577,329,1.7537993920972645
2014,E07000026,78,47,1.6595744680851063
2014,E07000027,73,36,2.0277777777777777
2014,E07000028,60,33,1.8181818181818181
2014,E07000029,214,111,1.927927927927928
2014,E07000030,35,22,1.5909090909090908
2014,E07000031,106,65,1.6307692307692307
2014,E07000032,112,71,1.5774647887323943
2014,E07000033,137,63,2.1746031746031744
2014,E07000034,211,67,3.1492537313432836
2014,E07000035,103,44,2.340909090909091
2014,E07000036,158,93,1.6989247311827957
2014,E07000037,97,61,1.5901639344262295
2014,E07000038,269,79,3.4050632911392404
2014,E07000039,197,102,1.9313725490196079
2014,E07000040,329,137,2.4014598540145986
2014,E07000041,121,84,1.4404761904761905
2014,E07000042,83,53,1.5660377358490567
2014,E07000043,330,200,1.65
2014,E07000044,170,91,1.8681318681318682
2014,E07000045,245,132,1.856060606060606
2014,E07000046,233,68,3.426470588235294
2014,E07000047,62,40,1.55
2014,E07000061,379,250,1.516
2014,E07000062,426,274,1.5547445255474452
2014,E07000063,613,447,1.371364653243848
2014,E07000064,768,477,1.610062893081761
2014,E07000065,1460,842,1.7339667458432304
2014,E07000066,183,111,1.6486486486486487
2014,E07000067,118,88,1.3409090909090908
2014,E07000068,192,55,3.4909090909090907
2014,E07000069,109,58,1.8793103448275863
2014,E07000070,238,122,1.9508196721311475
2014,E07000071,720,228,3.1578947368421053
2014,E07000072,191,115,1.6608695652173913
2014,E07000073,54,34,1.588235294117647
2014,E07000074,76,25,3.04
2014,E07000075,125,72,1.7361111111111112
2014,E07000076,128,97,1.3195876288659794
2014,E07000077,159,72,2.2083333333333335
2014,E07000078,509,222,2.2927927927927927
2014,E07000079,209,75,2.7866666666666666
2014,E07000080,113,58,1.9482758620689655
2014,E07000081,204,72,2.8333333333333335
2014,E07000082,179,95,1.8842105263157896
2014,E07000083,193,108,1.787037037037037
2014,E07000084,347,147,2.360544217687075
2014,E07000085,234,126,1.8571428571428572
2014,E07000086,216,114,1.894736842105263
2014,E07000087,145,86,1.686046511627907
2014,E07000088,76,50,1.52
2014,E07000089,1005,708,1.4194915254237288
2014,E07000090,103,72,1.4305555555555556
2014,E07000091,405,189,2.142857142857143
2014,E07000092,149,67,2.2238805970149254
2014,E07000093,257,131,1.9618320610687023
2014,E07000094,372,182,2.043956043956044
2014,E07000095,141,77,1.8311688311688312
2014,E07000096,555,249,2.2289156626506026
2014,E07000098,405,215,1.8837209302325582
2014,E07000099,380,171,2.2222222222222223
2014,E07000102,328,99,3.313131313131313
2014,E07000103,279,102,2.735294117647059
2014,E07000105,271,128,2.1171875
2014,E07000106,232,119,1.949579831932773
2014,E07000107,446,100,4.46
2014,E07000108,104,61,1.7049180327868851
2014,E07000109,90,57,1.5789473684210527
2014,E07000110,191,120,1.5916666666666666
2014,E07000111,385,139,2.7697841726618706
2014,E07000112,206,87,2.367816091954023
2014,E07000113,255,93,2.7419354838709675
2014,E07000114,245,111,2.2072072072072073
2014,E07000115,149,74,2.0135135135135136
2014,E07000116,264,122,2.1639344262295084
2014,E07000117,48,34,1.411764705882353
2014,E07000118,263,100,2.63
2014,E07000119,117,67,1.7462686567164178
2014,E07000120,68,45,1.511111111111111
2014,E07000121,416,255,1.6313725490196078
2014,E07000122,55,33,1.6666666666666667
2014,E07000123,161,95,1.694736842105263
2014,E07000124,149,68,2.1911764705882355
2014,E07000125,79,39,2.0256410256410255
2014,E07000126,186,100,1.86
2014,E07000127,161,79,2.037974683544304
2014,E07000128,102,66,1.5454545454545454
2014,E07000129,46,30,1.5333333333333334
2014,E07000130,112,64,1.75
2014,E07000131,222,126,1.7619047619047619
2014,E07000132,67,27,2.4814814814814814
2014,E07000133,52,25,2.08
2014,E07000134,67,41,1.6341463414634145
2014,E07000135,33,16,2.0625
2014,E07000136,40,27,1.4814814814814814
2014,E07000137,229,93,2.4623655913978495
2014,E07000138,106,58,1.8275862068965518
2014,E07000139,224,127,1.763779527559055
2014,E07000140,62,42,1.4761904761904763
2014,E07000141,443,130,3.4076923076923076
2014,E07000142,208,42,4.9523809523809526
2014,E07000143,267,133,2.007518796992481
2014,E07000144,127,65,1.9538461538461538
2014,E07000145,163,77,2.116883116883117
2014,E07000146,189,93,2.032258064516129
2014,E07000147,64,47,1.3617021276595744
2014,E07000148,159,83,1.9156626506024097
2014,E07000149,185,97,1.907216494845361
2014,E07000150,45,29,1.5517241379310345
2014,E07000151,134,48,2.7916666666666665
2014,E07000152,87,54,1.6111111111111112
2014,E07000153,78,41,1.9024390243902438
2014,E07000154,303,159,1.9056603773584906
2014,E07000155,122,73,1.6712328767123288
2014,E07000156,47,33,1.4242424242424243
2014,E07000163,62,34,1.8235294117647058
2014,E07000164,120,100,1.2
2014,E07000165,294,144,2.0416666666666665
2014,E07000166,36,22,1.6363636363636365
2014,E07000167,121,50,2.42
2014,E07000168,91,46,1.9782608695652173
2014,E07000169,72,44,1.6363636363636365
2014,E07000170,171,80,2.1375
2014,E07000171,193,63,3.0634920634920637
2014,E07000172,113,65,1.7384615384615385
2014,E07000173,140,80,1.75
2014,E07000174,74,41,1.8048780487804879
2014,E07000175,54,36,1.5
2014,E07000176,89,59,1.5084745762711864
2014,E07000177,1903,877,2.169897377423033
2014,E07000178,1128,677,1.6661742983751846
2014,E07000179,3054,1585,1.926813880126183
2014,E07000180,2503,1155,2.167099567099567
2014,E07000181,1523,852,1.7875586854460095
2014,E07000187,201,103,1.9514563106796117
2014,E07000188,240,77,3.116883116883117
2014,E07000189,358,139,2.5755395683453237
2014,E07000192,109,57,1.912280701754386
2014,E07000193,148,81,1.8271604938271604
2014,E07000194,458,278,1.6474820143884892
2014,E07000195,267,89,3.0
2014,E07000196,243,121,2.0082644628099175
2014,E07000197,193,102,1.892156862745098
2014,E07000198,118,66,1.7878787878787878
2014,E07000199,114,55,2.0727272727272728
