lad,reports,unique_users,average_per_user
E06000001,403,157,2.56687898089172
E06000002,60,40,1.5
E06000003,170,91,1.8681318681318682
E06000004,575,258,2.2286821705426356
E06000005,497,78,6.371794871794871
E06000006,270,113,2.3893805309734515
E06000007,367,197,1.8629441624365481
E06000008,360,155,2.3225806451612905
E06000009,163,92,1.7717391304347827
E06000010,943,272,3.4669117647058822
E06000011,51,47,1.0851063829787233
E06000012,69,39,1.7692307692307692
E06000013,249,138,1.8043478260869565
E06000014,184,100,1.84
E06000015,444,204,2.176470588235294
E06000016,355,151,2.3509933774834435
E06000017,946,494,1.9149797570850202
E06000018,84,68,1.2352941176470589
E06000019,722,241,2.995850622406639
E06000020,147,73,2.0136986301369864
E06000021,891,331,2.691842900302115
E06000022,14519,5640,2.574290780141844
E06000023,11652,5581,2.0877978856835693
E06000024,498,266,1.8721804511278195
E06000025,1068,442,2.416289592760181
E06000026,238,143,1.6643356643356644
E06000027,143,76,1.881578947368421
E06000030,268,138,1.9420289855072463
E06000031,1886,808,2.3341584158415842
E06000032,1507,452,3.334070796460177
E06000033,327,127,2.574803149606299
E06000034,190,106,1.7924528301886793
E06000035,892,322,2.770186335403727
E06000036,370,195,1.8974358974358974
E06000037,437,209,2.090909090909091
E06000038,937,392,2.3903061224489797
E06000039,536,187,2.8663101604278074
E06000040,656,274,2.394160583941606
E06000041,1089,399,2.7293233082706765
E06000042,542,233,2.3261802575107295
E06000043,561,261,2.1494252873563218
E06000044,155,118,1.3135593220338984
E06000045,981,329,2.9817629179331306
E06000046,3222,61,52.81967213114754
E06000047,75,62,1.2096774193548387
E06000049,254,166,1.5301204819277108
E06000050,135,109,1.238532110091743
E06000051,629,314,2.0031847133757963
E06000052,1159,531,2.182674199623352
E06000054,146,116,1.2586206896551724
E06000055,383,242,1.5826446280991735
E06000056,255,200,1.275
E06000057,515,208,2.4759615384615383
E06000058,146,102,1.4313725490196079
E06000059,500,280,1.7857142857142858
E06000060,30147,13587,2.218812099801281
E07000008,168,114,1.4736842105263157
E07000009,57,42,1.3571428571428572
E07000010,54,36,1.5
E07000011,149,110,1.3545454545454545
E07000012,119,105,1.1333333333333333
E07000026,100,60,1.6666666666666667
E07000027,99,50,1.98
E07000028,166,60,2.7666666666666666
E07000029,261,139,1.8776978417266188
E07000030,75,47,1.5957446808510638
E07000031,267,122,2.1885245901639343
E07000032,269,146,1.8424657534246576
E07000033,273,109,2.5045871559633026
E07000034,260,92,2.8260869565217392
E07000035,198,74,2.675675675675676
E07000036,498,149,3.3422818791946307
E07000037,163,87,1.8735632183908046
E07000038,421,152,2.7697368421052633
E07000039,270,137,1.9708029197080292
E07000040,77,55,1.4
E07000041,56,39,1.435897435897436
E07000042,46,36,1.2777777777777777
E07000043,59,44,1.3409090909090908
E07000044,82,49,1.6734693877551021
E07000045,104,74,1.4054054054054055
E07000046,47,31,1.5161290322580645
E07000047,22,18,1.2222222222222223
E07000061,186,87,2.1379310344827585
E07000062,436,187,2.3315508021390374
E07000063,702,289,2.4290657439446366
E07000064,1233,634,1.944794952681388
E07000065,1004,419,2.39618138424821
E07000066,320,204,1.5686274509803921
E07000067,150,93,1.6129032258064515
E07000068,168,76,2.210526315789474
E07000069,193,52,3.7115384615384617
E07000070,345,182,1.8956043956043955
E07000071,431,218,1.9770642201834863
E07000072,431,237,1.8185654008438819
E07000073,168,89,1.8876404494382022
E07000074,66,46,1.434782608695652
E07000075,159,101,1.5742574257425743
E07000076,225,125,1.8
E07000077,132,88,1.5
E07000078,574,197,2.9137055837563453
E07000079,426,176,2.4204545454545454
E07000080,284,140,2.0285714285714285
E07000081,291,109,2.669724770642202
E07000082,313,151,2.0728476821192054
E07000083,516,238,2.168067226890756
E07000084,797,325,2.4523076923076923
E07000085,589,184,3.2010869565217392
E07000086,336,171,1.9649122807017543
E07000087,203,109,1.8623853211009174
E07000088,161,68,2.3676470588235294
E07000089,2401,1464,1.6400273224043715
E07000090,273,128,2.1328125
E07000091,444,189,2.3492063492063493
E07000092,243,109,2.229357798165138
E07000093,274,152,1.8026315789473684
E07000094,430,238,1.8067226890756303
E07000095,204,93,2.193548387096774
E07000096,734,314,2.337579617834395
E07000098,562,301,1.867109634551495
E07000099,430,210,2.0476190476190474
E07000102,375,186,2.0161290322580645
E07000103,260,104,2.5
E07000105,321,171,1.8771929824561404
E07000106,274,142,1.9295774647887325
E07000107,160,72,2.2222222222222223
E07000108,191,96,1.9895833333333333
E07000109,361,105,3.4380952380952383
E07000110,159,96,1.65625
E07000111,738,254,2.905511811023622
E07000112,396,123,3.2195121951219514
E07000113,743,198,3.7525252525252526
E07000114,630,261,2.413793103448276
E07000115,212,113,1.8761061946902655
E07000116,516,142,3.6338028169014085
E07000117,94,61,1.540983606557377
E07000118,203,93,2.182795698924731
E07000119,250,92,2.717391304347826
E07000120,88,56,1.5714285714285714
E07000121,506,208,2.4326923076923075
E07000122,104,50,2.08
E07000123,282,153,1.8431372549019607
E07000124,161,77,2.090909090909091
E07000125,99,68,1.4558823529411764
E07000126,273,115,2.373913043478261
E07000127,201,118,1.7033898305084745
E07000128,148,89,1.6629213483146068
E07000129,128,69,1.855072463768116
E07000130,212,114,1.8596491228070176
E07000131,326,131,2.4885496183206106
E07000132,256,99,2.585858585858586
E07000133,78,46,1.6956521739130435
E07000134,206,108,1.9074074074074074
E07000135,101,45,2.2444444444444445
E07000136,2268,540,4.2
E07000137,7440,1723,4.318049912942542
E07000138,3210,754,4.257294429708223
E07000139,7437,1915,3.88355091383812
E07000140,4089,900,4.543333333333333
E07000141,5843,1665,3.5093093093093093
E07000142,5233,1360,3.8477941176470587
E07000143,532,176,3.022727272727273
E07000144,281,118,2.3813559322033897
E07000145,213,121,1.7603305785123966
E07000146,563,148,3.804054054054054
E07000147,450,106,4.245283018867925
E07000148,398,114,3.491228070175439
E07000149,259,168,1.5416666666666667
E07000150,1494,493,3.030425963488844
