period,LSOA,SHEF_C_CODE,report_count,user_count,average
2016,,C3,4,4,1.0
2016,,C4,1,1,1.0
2016,,C5,4,4,1.0
2016,,C7,14,12,1.1666666666666667
2016,,C8,1,1,1.0
2016,95AA11S1,C7,1,1,1.0
2016,95AA14W1,C7,1,1,1.0
2016,95BB03S1,C3,1,1,1.0
2016,95BB03S2,C3,1,1,1.0
2016,95BB05S2,C7,1,1,1.0
2016,95BB07S1,C7,1,1,1.0
2016,95BB10S1,C7,1,1,1.0
2016,95BB11S2,C7,1,1,1.0
2016,95BB12S2,C7,1,1,1.0
2016,95BB15S1,C3,1,1,1.0
2016,95BB15S1,C5,1,1,1.0
2016,95BB15S1,C7,3,1,3.0
2016,95BB15S1,C8,1,1,1.0
2016,95BB16S1,C7,1,1,1.0
2016,95BB18S1,C5,1,1,1.0
2016,95BB18S2,C7,1,1,1.0
2016,95BB19S3,C2,1,1,1.0
2016,95BB21S2,C7,4,1,4.0
2016,95BB22S1,C7,1,1,1.0
2016,95BB22S1,C8,1,1,1.0
2016,95BB23S1,C8,1,1,1.0
2016,95CC03W1,C3,1,1,1.0
2016,95CC06S1,C7,1,1,1.0
2016,95CC13W1,C7,1,1,1.0
2016,95CC18W1,C3,1,1,1.0
2016,95CC18W1,C5,1,1,1.0
2016,95CC20S1,C7,1,1,1.0
2016,95DD08W1,C7,1,1,1.0
2016,95DD14S1,C7,1,1,1.0
2016,95DD21W1,C7,1,1,1.0
2016,95FF01S2,C8,1,1,1.0
2016,95FF17W1,C5,1,1,1.0
2016,95GG03S3,C7,1,1,1.0
2016,95GG04S1,C7,1,1,1.0
2016,95GG06S2,C3,1,1,1.0
2016,95GG06S2,C4,1,1,1.0
2016,95GG06S2,C7,1,1,1.0
2016,95GG06S3,C4,1,1,1.0
2016,95GG06S3,C7,6,2,3.0
2016,95GG09S1,C4,2,1,2.0
2016,95GG10S2,C5,1,1,1.0
2016,95GG10S2,C8,1,1,1.0
2016,95GG11S1,C2,1,1,1.0
2016,95GG11S1,C5,1,1,1.0
2016,95GG12S1,C3,1,1,1.0
2016,95GG12S2,C3,2,1,2.0
2016,95GG12S2,C7,2,1,2.0
2016,95GG12S2,C8,1,1,1.0
2016,95GG12S3,C3,7,2,3.5
2016,95GG12S3,C7,1,1,1.0
2016,95GG12S4,C7,1,1,1.0
2016,95GG13S3,C5,1,1,1.0
2016,95GG14S2,C7,1,1,1.0
2016,95GG15S1,C7,1,1,1.0
2016,95GG15S3,C7,1,1,1.0
2016,95GG16S2,C7,1,1,1.0
2016,95GG16S3,C7,1,1,1.0
2016,95GG17S3,C7,1,1,1.0
2016,95GG18S2,C7,2,2,1.0
2016,95GG19S2,C7,1,1,1.0
2016,95GG20S2,C7,1,1,1.0
2016,95GG21S1,C7,1,1,1.0
2016,95GG21S3,C7,1,1,1.0
2016,95GG22S1,C3,1,1,1.0
2016,95GG22S3,C7,1,1,1.0
2016,95GG25S1,C5,1,1,1.0
2016,95GG29S2,C8,1,1,1.0
2016,95GG31S1,C7,1,1,1.0
2016,95GG34S3,C7,1,1,1.0
2016,95GG35S1,C8,1,1,1.0
2016,95GG36S1,C7,1,1,1.0
2016,95GG37S1,C7,1,1,1.0
2016,95GG41S2,C7,1,1,1.0
2016,95GG42S4,C7,1,1,1.0
2016,95GG43S1,C2,1,1,1.0
2016,95GG44S1,C5,1,1,1.0
2016,95GG44S2,C5,1,1,1.0
2016,95GG45S1,C7,1,1,1.0
2016,95GG46S1,C7,1,1,1.0
2016,95GG47S1,C8,1,1,1.0
2016,95GG49S2,C7,1,1,1.0
2016,95GG49S3,C5,1,1,1.0
2016,95HH03W1,C3,1,1,1.0
2016,95HH04S2,C7,1,1,1.0
2016,95HH06S1,C7,1,1,1.0
2016,95HH06S1,C8,1,1,1.0
2016,95HH06S2,C3,1,1,1.0
2016,95HH06S2,C7,1,1,1.0
2016,95HH08W1,C7,2,2,1.0
2016,95HH09W1,C7,1,1,1.0
2016,95HH12W1,C3,1,1,1.0
2016,95HH13W1,C7,1,1,1.0
2016,95HH14W1,C7,1,1,1.0
2016,95HH15W1,C7,1,1,1.0
2016,95HH15W1,C8,1,1,1.0
2016,95HH17W1,C7,1,1,1.0
2016,95II01S2,C7,1,1,1.0
2016,95II04S1,C7,3,1,3.0
2016,95II13W1,C7,2,2,1.0
2016,95II18W1,C7,1,1,1.0
2016,95II19S1,C7,2,2,1.0
2016,95JJ08S1,C7,1,1,1.0
2016,95JJ09W1,C7,1,1,1.0
2016,95JJ17W1,C7,2,2,1.0
