period,LSOA,SHEF_C_CODE,report_count,user_count,average
2010-3,E01000010,C5,1,1,1.0
2010-3,E01000044,C7,1,1,1.0
2010-3,E01000115,C5,2,2,1.0
2010-3,E01000117,C3,1,1,1.0
2010-3,E01000117,C7,2,2,1.0
2010-3,E01000118,C2,1,1,1.0
2010-3,E01000118,C3,1,1,1.0
2010-3,E01000120,C7,1,1,1.0
2010-3,E01000122,C7,1,1,1.0
2010-3,E01000125,C7,2,2,1.0
2010-3,E01000126,C5,1,1,1.0
2010-3,E01000127,C7,1,1,1.0
2010-3,E01000129,C7,3,3,1.0
2010-3,E01000131,C6,1,1,1.0
2010-3,E01000131,C7,1,1,1.0
2010-3,E01000132,C7,2,2,1.0
2010-3,E01000134,C7,2,2,1.0
2010-3,E01000135,C7,1,1,1.0
2010-3,E01000136,C2,1,1,1.0
2010-3,E01000136,C7,2,2,1.0
2010-3,E01000138,C5,1,1,1.0
2010-3,E01000138,C7,1,1,1.0
2010-3,E01000139,C7,4,4,1.0
2010-3,E01000141,C3,1,1,1.0
2010-3,E01000141,C7,3,3,1.0
2010-3,E01000142,C7,3,2,1.5
2010-3,E01000144,C7,4,3,1.3333333333333333
2010-3,E01000145,C5,1,1,1.0
2010-3,E01000145,C7,1,1,1.0
2010-3,E01000146,C2,1,1,1.0
2010-3,E01000146,C7,3,3,1.0
2010-3,E01000147,C7,1,1,1.0
2010-3,E01000150,C5,1,1,1.0
2010-3,E01000150,C7,3,3,1.0
2010-3,E01000151,C8,1,1,1.0
2010-3,E01000153,C7,1,1,1.0
2010-3,E01000154,C7,1,1,1.0
2010-3,E01000155,C7,4,3,1.3333333333333333
2010-3,E01000156,C7,1,1,1.0
2010-3,E01000157,C7,2,2,1.0
2010-3,E01000158,C7,1,1,1.0
2010-3,E01000159,C5,1,1,1.0
2010-3,E01000159,C7,2,2,1.0
2010-3,E01000160,C5,1,1,1.0
2010-3,E01000160,C7,1,1,1.0
2010-3,E01000162,C7,2,2,1.0
2010-3,E01000164,C7,3,3,1.0
2010-3,E01000167,C7,1,1,1.0
2010-3,E01000168,C5,1,1,1.0
2010-3,E01000169,C7,3,3,1.0
2010-3,E01000170,C7,5,5,1.0
2010-3,E01000170,C8,1,1,1.0
2010-3,E01000171,C7,3,3,1.0
2010-3,E01000172,C7,1,1,1.0
2010-3,E01000173,C2,1,1,1.0
2010-3,E01000173,C7,2,2,1.0
2010-3,E01000174,C3,1,1,1.0
2010-3,E01000174,C5,1,1,1.0
2010-3,E01000174,C6,1,1,1.0
2010-3,E01000175,C7,2,2,1.0
2010-3,E01000176,C7,1,1,1.0
2010-3,E01000178,C7,1,1,1.0
2010-3,E01000179,C3,1,1,1.0
2010-3,E01000180,C7,1,1,1.0
2010-3,E01000181,C7,2,2,1.0
2010-3,E01000182,C5,1,1,1.0
2010-3,E01000182,C7,1,1,1.0
2010-3,E01000184,C7,1,1,1.0
2010-3,E01000186,C7,1,1,1.0
2010-3,E01000188,C7,1,1,1.0
2010-3,E01000190,C7,1,1,1.0
2010-3,E01000192,C7,1,1,1.0
2010-3,E01000194,C7,2,2,1.0
2010-3,E01000196,C7,3,3,1.0
2010-3,E01000197,C7,3,3,1.0
2010-3,E01000199,C7,3,2,1.5
2010-3,E01000201,C5,1,1,1.0
2010-3,E01000201,C7,1,1,1.0
2010-3,E01000203,C2,1,1,1.0
2010-3,E01000203,C7,5,4,1.25
2010-3,E01000204,C7,1,1,1.0
2010-3,E01000205,C7,1,1,1.0
2010-3,E01000206,C7,3,3,1.0
2010-3,E01000207,C7,5,5,1.0
2010-3,E01000209,C7,1,1,1.0
2010-3,E01000210,C7,4,4,1.0
2010-3,E01000211,C7,1,1,1.0
2010-3,E01000212,C7,1,1,1.0
2010-3,E01000213,C7,1,1,1.0
2010-3,E01000214,C7,3,3,1.0
2010-3,E01000214,C8,1,1,1.0
2010-3,E01000215,C2,1,1,1.0
2010-3,E01000215,C7,1,1,1.0
2010-3,E01000216,C7,2,2,1.0
2010-3,E01000218,C7,1,1,1.0
2010-3,E01000219,C3,1,1,1.0
2010-3,E01000219,C7,1,1,1.0
2010-3,E01000220,C7,1,1,1.0
2010-3,E01000221,C7,6,3,2.0
2010-3,E01000223,C7,2,2,1.0
2010-3,E01000227,C7,1,1,1.0
2010-3,E01000228,C2,1,1,1.0
2010-3,E01000228,C5,1,1,1.0
2010-3,E01000228,C7,7,5,1.4
2010-3,E01000229,C7,2,1,2.0
2010-3,E01000230,C7,2,1,2.0
2010-3,E01000231,C2,1,1,1.0
2010-3,E01000231,C7,2,2,1.0
2010-3,E01000233,C7,2,2,1.0
2010-3,E01000235,C7,3,2,1.5
2010-3,E01000236,C7,1,1,1.0
2010-3,E01000237,C3,1,1,1.0
2010-3,E01000237,C7,1,1,1.0
2010-3,E01000238,C5,1,1,1.0
2010-3,E01000239,C5,1,1,1.0
2010-3,E01000239,C7,2,2,1.0
2010-3,E01000240,C7,1,1,1.0
2010-3,E01000242,C3,1,1,1.0
2010-3,E01000242,C7,1,1,1.0
