lsoa,reports,unique_users,average_per_user
E01000001,10,3,3.3333333333333335
E01000002,3,1,3.0
E01000003,10,2,5.0
E01000005,1,1,1.0
E01000006,2,1,2.0
E01000019,12,1,12.0
E01000021,4,1,4.0
E01000024,1,1,1.0
E01000040,2,2,1.0
E01000044,3,2,1.5
E01000045,1,1,1.0
E01000046,1,1,1.0
E01000052,1,1,1.0
E01000069,2,1,2.0
E01000073,1,1,1.0
E01000078,1,1,1.0
E01000079,1,1,1.0
E01000082,2,1,2.0
E01000085,1,1,1.0
E01000094,3,1,3.0
E01000114,1,1,1.0
E01000130,1,1,1.0
E01000135,3,3,1.0
E01000136,1,1,1.0
E01000140,1,1,1.0
E01000146,1,1,1.0
E01000154,2,1,2.0
E01000156,1,1,1.0
E01000161,2,2,1.0
E01000163,1,1,1.0
E01000165,2,2,1.0
E01000167,1,1,1.0
E01000168,4,3,1.3333333333333333
E01000171,7,2,3.5
E01000173,1,1,1.0
E01000174,1,1,1.0
E01000177,2,2,1.0
E01000180,1,1,1.0
E01000181,1,1,1.0
E01000182,1,1,1.0
E01000183,1,1,1.0
E01000184,1,1,1.0
E01000187,1,1,1.0
E01000191,1,1,1.0
E01000192,1,1,1.0
E01000196,2,2,1.0
E01000197,6,1,6.0
E01000198,1,1,1.0
E01000202,1,1,1.0
E01000204,2,1,2.0
E01000205,2,2,1.0
E01000207,2,1,2.0
E01000209,1,1,1.0
E01000210,1,1,1.0
E01000212,3,2,1.5
E01000214,4,2,2.0
E01000218,2,2,1.0
E01000221,1,1,1.0
E01000226,1,1,1.0
E01000227,2,2,1.0
E01000232,1,1,1.0
E01000233,6,2,3.0
E01000234,2,2,1.0
E01000236,2,1,2.0
E01000237,4,4,1.0
E01000238,6,4,1.5
E01000241,1,1,1.0
E01000246,1,1,1.0
E01000248,2,2,1.0
E01000249,2,2,1.0
E01000251,1,1,1.0
E01000253,1,1,1.0
E01000254,1,1,1.0
E01000256,1,1,1.0
E01000258,1,1,1.0
E01000259,1,1,1.0
E01000262,1,1,1.0
E01000263,1,1,1.0
E01000268,1,1,1.0
E01000269,2,1,2.0
E01000270,2,2,1.0
E01000272,1,1,1.0
E01000275,2,2,1.0
E01000278,2,2,1.0
E01000280,4,4,1.0
E01000281,1,1,1.0
E01000282,2,1,2.0
E01000283,5,2,2.5
E01000286,1,1,1.0
E01000288,1,1,1.0
E01000289,1,1,1.0
E01000291,1,1,1.0
E01000292,1,1,1.0
E01000298,3,3,1.0
E01000299,1,1,1.0
E01000302,1,1,1.0
E01000303,1,1,1.0
E01000304,4,3,1.3333333333333333
E01000307,1,1,1.0
E01000310,4,2,2.0
E01000311,2,2,1.0
E01000312,1,1,1.0
E01000315,3,3,1.0
E01000316,1,1,1.0
E01000317,6,4,1.5
E01000318,1,1,1.0
E01000324,3,2,1.5
E01000325,2,2,1.0
E01000327,1,1,1.0
E01000338,1,1,1.0
E01000342,1,1,1.0
E01000368,1,1,1.0
E01000376,1,1,1.0
E01000377,1,1,1.0
E01000378,1,1,1.0
E01000379,1,1,1.0
E01000385,1,1,1.0
E01000403,1,1,1.0
E01000406,2,1,2.0
E01000408,1,1,1.0
E01000426,1,1,1.0
E01000428,1,1,1.0
E01000435,1,1,1.0
E01000450,1,1,1.0
E01000457,1,1,1.0
E01000462,2,2,1.0
E01000467,1,1,1.0
E01000469,2,2,1.0
E01000480,1,1,1.0
E01000481,2,2,1.0
E01000490,1,1,1.0
E01000491,1,1,1.0
E01000505,2,1,2.0
E01000507,1,1,1.0
E01000510,1,1,1.0
E01000515,1,1,1.0
E01000516,3,2,1.5
E01000518,3,3,1.0
E01000521,1,1,1.0
E01000524,1,1,1.0
E01000533,1,1,1.0
E01000535,1,1,1.0
E01000538,1,1,1.0
E01000547,1,1,1.0
E01000550,1,1,1.0
E01000553,3,1,3.0
E01000554,6,4,1.5
E01000555,5,2,2.5
E01000565,1,1,1.0
E01000573,1,1,1.0
E01000575,1,1,1.0
E01000579,1,1,1.0
E01000581,1,1,1.0
E01000583,1,1,1.0
E01000586,1,1,1.0
E01000604,1,1,1.0
E01000607,1,1,1.0
E01000608,1,1,1.0
E01000610,1,1,1.0
E01000613,1,1,1.0
E01000636,1,1,1.0
E01000645,1,1,1.0
E01000648,1,1,1.0
E01000653,3,3,1.0
E01000654,3,2,1.5
E01000656,2,2,1.0
E01000666,2,2,1.0
E01000669,1,1,1.0
E01000670,1,1,1.0
E01000675,1,1,1.0
E01000676,1,1,1.0
E01000678,1,1,1.0
E01000689,1,1,1.0
E01000690,3,3,1.0
E01000695,2,2,1.0
E01000696,1,1,1.0
E01000697,3,1,3.0
E01000699,2,2,1.0
E01000700,4,2,2.0
