lsoa,reports,unique_users,average_per_user
E01000001,4,2,2.0
E01000002,9,3,3.0
E01000003,12,1,12.0
E01000006,1,1,1.0
E01000007,1,1,1.0
E01000009,3,2,1.5
E01000019,1,1,1.0
E01000020,1,1,1.0
E01000025,1,1,1.0
E01000040,7,1,7.0
E01000042,1,1,1.0
E01000044,2,1,2.0
E01000060,1,1,1.0
E01000066,3,1,3.0
E01000071,1,1,1.0
E01000090,1,1,1.0
E01000095,1,1,1.0
E01000116,1,1,1.0
E01000119,1,1,1.0
E01000123,1,1,1.0
E01000136,1,1,1.0
E01000146,1,1,1.0
E01000153,1,1,1.0
E01000164,2,2,1.0
E01000172,1,1,1.0
E01000173,1,1,1.0
E01000178,2,2,1.0
E01000183,2,2,1.0
E01000185,1,1,1.0
E01000186,1,1,1.0
E01000188,1,1,1.0
E01000190,1,1,1.0
E01000192,4,2,2.0
E01000193,3,2,1.5
E01000194,3,3,1.0
E01000196,1,1,1.0
E01000197,1,1,1.0
E01000208,1,1,1.0
E01000210,1,1,1.0
E01000212,4,4,1.0
E01000213,1,1,1.0
E01000222,1,1,1.0
E01000223,1,1,1.0
E01000226,1,1,1.0
E01000227,1,1,1.0
E01000233,4,2,2.0
E01000234,2,1,2.0
E01000235,2,2,1.0
E01000238,3,2,1.5
E01000252,1,1,1.0
E01000257,1,1,1.0
E01000258,1,1,1.0
E01000270,1,1,1.0
E01000273,1,1,1.0
E01000274,1,1,1.0
E01000275,2,2,1.0
E01000279,2,1,2.0
E01000280,2,2,1.0
E01000288,2,2,1.0
E01000291,1,1,1.0
E01000296,1,1,1.0
E01000297,1,1,1.0
E01000298,2,1,2.0
E01000300,1,1,1.0
E01000302,1,1,1.0
E01000310,7,3,2.3333333333333335
E01000320,1,1,1.0
E01000321,1,1,1.0
E01000323,2,1,2.0
E01000325,1,1,1.0
E01000330,1,1,1.0
E01000331,2,1,2.0
E01000333,1,1,1.0
E01000366,1,1,1.0
E01000370,1,1,1.0
E01000382,1,1,1.0
E01000401,2,2,1.0
E01000433,6,2,3.0
E01000477,1,1,1.0
E01000478,1,1,1.0
E01000491,3,2,1.5
E01000493,4,2,2.0
E01000503,2,2,1.0
E01000505,1,1,1.0
E01000509,1,1,1.0
E01000510,1,1,1.0
E01000517,1,1,1.0
E01000525,1,1,1.0
E01000527,2,1,2.0
E01000530,1,1,1.0
E01000545,1,1,1.0
E01000546,1,1,1.0
E01000547,2,2,1.0
E01000548,1,1,1.0
E01000555,1,1,1.0
E01000557,1,1,1.0
E01000558,1,1,1.0
E01000560,1,1,1.0
E01000561,1,1,1.0
E01000571,1,1,1.0
E01000577,1,1,1.0
E01000579,2,2,1.0
E01000580,1,1,1.0
E01000585,4,2,2.0
E01000613,1,1,1.0
E01000637,1,1,1.0
E01000640,1,1,1.0
E01000654,2,2,1.0
E01000656,1,1,1.0
E01000661,1,1,1.0
E01000669,1,1,1.0
E01000672,1,1,1.0
E01000675,2,2,1.0
E01000676,3,3,1.0
E01000690,1,1,1.0
E01000691,1,1,1.0
E01000699,2,2,1.0
E01000700,1,1,1.0
E01000703,2,1,2.0
E01000705,1,1,1.0
E01000738,1,1,1.0
E01000740,1,1,1.0
E01000742,1,1,1.0
E01000751,1,1,1.0
E01000753,1,1,1.0
E01000771,1,1,1.0
E01000778,1,1,1.0
E01000800,1,1,1.0
E01000802,2,2,1.0
E01000806,2,2,1.0
E01000820,1,1,1.0
E01000830,1,1,1.0
E01000841,4,1,4.0
E01000850,8,3,2.6666666666666665
E01000851,2,2,1.0
E01000854,1,1,1.0
E01000855,6,3,2.0
E01000859,1,1,1.0
E01000860,1,1,1.0
E01000862,1,1,1.0
E01000863,1,1,1.0
E01000867,1,1,1.0
E01000870,1,1,1.0
E01000872,1,1,1.0
E01000878,1,1,1.0
E01000880,2,1,2.0
E01000882,2,1,2.0
E01000883,1,1,1.0
E01000885,1,1,1.0
E01000901,1,1,1.0
E01000908,1,1,1.0
E01000914,1,1,1.0
E01000916,1,1,1.0
E01000917,1,1,1.0
E01000918,1,1,1.0
E01000919,1,1,1.0
E01000928,1,1,1.0
E01000931,1,1,1.0
E01000936,1,1,1.0
E01000937,1,1,1.0
E01000938,1,1,1.0
E01000939,1,1,1.0
E01000940,2,1,2.0
E01000945,1,1,1.0
E01000948,1,1,1.0
E01000953,4,2,2.0
E01000956,1,1,1.0
E01000959,2,1,2.0
E01000962,1,1,1.0
E01000971,1,1,1.0
E01000973,2,2,1.0
E01000979,1,1,1.0
E01000989,1,1,1.0
E01000995,2,1,2.0
E01001020,1,1,1.0
E01001028,1,1,1.0
E01001029,2,1,2.0
E01001033,1,1,1.0
E01001042,3,2,1.5
E01001045,3,2,1.5
E01001050,1,1,1.0
E01001060,1,1,1.0
E01001074,1,1,1.0
E01001084,1,1,1.0
E01001086,1,1,1.0
E01001097,2,1,2.0
E01001146,1,1,1.0
E01001148,1,1,1.0
E01001156,1,1,1.0
E01001159,1,1,1.0
E01001161,1,1,1.0
E01001165,1,1,1.0
E01001189,1,1,1.0
E01001192,1,1,1.0
E01001196,1,1,1.0
E01001197,1,1,1.0
E01001198,4,2,2.0
E01001199,1,1,1.0
E01001200,1,1,1.0
E01001201,1,1,1.0
E01001203,3,3,1.0
E01001211,1,1,1.0
E01001212,1,1,1.0
E01001219,1,1,1.0
E01001221,2,2,1.0
E01001223,1,1,1.0
E01001224,1,1,1.0
E01001225,1,1,1.0
E01001229,1,1,1.0
E01001231,1,1,1.0
E01001232,1,1,1.0
E01001233,2,2,1.0
E01001235,1,1,1.0
E01001237,8,2,4.0
E01001238,2,2,1.0
E01001241,2,2,1.0
E01001242,1,1,1.0
E01001244,2,2,1.0
E01001245,2,2,1.0
E01001248,2,1,2.0
E01001249,1,1,1.0
E01001250,1,1,1.0
E01001251,1,1,1.0
E01001252,8,1,8.0
E01001253,2,1,2.0
E01001270,1,1,1.0
E01001271,1,1,1.0
E01001278,3,3,1.0
E01001280,2,1,2.0
E01001282,1,1,1.0
E01001283,1,1,1.0
E01001284,1,1,1.0
E01001286,2,1,2.0
E01001288,1,1,1.0
E01001289,1,1,1.0
E01001301,1,1,1.0
E01001306,1,1,1.0
E01001309,1,1,1.0
E01001310,1,1,1.0
E01001311,3,1,3.0
E01001313,1,1,1.0
E01001316,1,1,1.0
E01001321,24,3,8.0
E01001323,14,2,7.0
E01001324,1,1,1.0
E01001326,1,1,1.0
E01001328,1,1,1.0
E01001337,1,1,1.0
E01001343,1,1,1.0
E01001344,1,1,1.0
E01001349,1,1,1.0
E01001351,2,1,2.0
E01001358,1,1,1.0
E01001366,1,1,1.0
E01001368,1,1,1.0
E01001379,1,1,1.0
E01001380,1,1,1.0
E01001381,8,1,8.0
E01001384,1,1,1.0
E01001385,1,1,1.0
E01001386,1,1,1.0
E01001387,1,1,1.0
E01001388,2,2,1.0
E01001389,2,2,1.0
E01001391,2,1,2.0
E01001392,1,1,1.0
E01001396,2,1,2.0
E01001405,1,1,1.0
E01001407,1,1,1.0
E01001433,1,1,1.0
E01001452,2,1,2.0
E01001454,2,2,1.0
E01001466,2,1,2.0
E01001472,1,1,1.0
E01001477,1,1,1.0
E01001483,1,1,1.0
E01001495,1,1,1.0
E01001496,1,1,1.0
E01001502,2,1,2.0
E01001512,1,1,1.0
E01001525,1,1,1.0
E01001535,1,1,1.0
E01001536,1,1,1.0
E01001540,1,1,1.0
E01001542,1,1,1.0
E01001544,1,1,1.0
E01001566,1,1,1.0
E01001567,2,1,2.0
E01001581,1,1,1.0
E01001584,1,1,1.0
E01001589,1,1,1.0
E01001592,1,1,1.0
E01001597,1,1,1.0
E01001604,1,1,1.0
E01001608,1,1,1.0
E01001619,1,1,1.0
E01001635,3,2,1.5
E01001637,1,1,1.0
E01001641,1,1,1.0
E01001647,3,1,3.0
E01001661,4,1,4.0
E01001669,1,1,1.0
E01001675,1,1,1.0
E01001696,1,1,1.0
E01001697,2,2,1.0
E01001700,1,1,1.0
E01001710,2,2,1.0
E01001713,4,1,4.0
E01001714,1,1,1.0
E01001715,1,1,1.0
E01001720,1,1,1.0
E01001723,1,1,1.0
E01001730,1,1,1.0
E01001732,1,1,1.0
E01001734,7,2,3.5
E01001735,1,1,1.0
E01001736,1,1,1.0
E01001738,1,1,1.0
E01001739,2,2,1.0
E01001740,1,1,1.0
E01001744,1,1,1.0
E01001746,1,1,1.0
E01001748,1,1,1.0
E01001751,1,1,1.0
E01001756,2,2,1.0
E01001759,1,1,1.0
E01001761,3,3,1.0
E01001762,1,1,1.0
E01001763,1,1,1.0
E01001774,2,1,2.0
E01001789,1,1,1.0
E01001794,1,1,1.0
E01001802,2,1,2.0
E01001803,1,1,1.0
E01001805,1,1,1.0
E01001812,3,2,1.5
E01001815,1,1,1.0
E01001828,1,1,1.0
E01001830,3,1,3.0
E01001831,1,1,1.0
E01001834,3,2,1.5
E01001836,1,1,1.0
E01001837,1,1,1.0
E01001840,1,1,1.0
E01001851,1,1,1.0
E01001854,2,1,2.0
E01001856,1,1,1.0
E01001857,1,1,1.0
E01001858,1,1,1.0
E01001860,1,1,1.0
E01001861,1,1,1.0
E01001869,1,1,1.0
E01001874,3,3,1.0
E01001886,1,1,1.0
E01001891,1,1,1.0
E01001894,1,1,1.0
E01001896,1,1,1.0
E01001898,3,3,1.0
E01001899,1,1,1.0
E01001906,4,3,1.3333333333333333
E01001912,2,2,1.0
E01001920,1,1,1.0
E01001928,1,1,1.0
E01001929,1,1,1.0
E01001933,1,1,1.0
E01001934,1,1,1.0
E01001935,3,3,1.0
E01001937,1,1,1.0
E01001943,1,1,1.0
E01001948,1,1,1.0
E01001955,1,1,1.0
E01001957,1,1,1.0
E01001960,1,1,1.0
E01001966,3,2,1.5
E01001974,1,1,1.0
E01001982,1,1,1.0
E01001983,3,2,1.5
E01001985,1,1,1.0
E01001986,1,1,1.0
E01001988,3,3,1.0
E01001990,1,1,1.0
E01001994,1,1,1.0
E01001996,1,1,1.0
E01001997,1,1,1.0
E01001998,3,2,1.5
E01001999,1,1,1.0
E01002000,2,2,1.0
E01002004,1,1,1.0
E01002005,2,2,1.0
E01002006,1,1,1.0
E01002007,1,1,1.0
E01002008,4,3,1.3333333333333333
E01002013,1,1,1.0
E01002019,8,2,4.0
E01002020,3,2,1.5
E01002021,3,3,1.0
E01002022,1,1,1.0
E01002026,2,2,1.0
E01002027,1,1,1.0
E01002028,1,1,1.0
E01002029,6,3,2.0
E01002042,2,2,1.0
E01002043,1,1,1.0
E01002044,1,1,1.0
E01002045,1,1,1.0
E01002049,1,1,1.0
E01002054,3,1,3.0
E01002056,1,1,1.0
E01002060,1,1,1.0
E01002061,3,3,1.0
E01002062,2,1,2.0
E01002063,2,2,1.0
E01002065,2,2,1.0
E01002066,1,1,1.0
E01002069,2,2,1.0
E01002070,2,1,2.0
E01002072,1,1,1.0
E01002073,1,1,1.0
E01002074,1,1,1.0
E01002077,1,1,1.0
E01002080,2,2,1.0
E01002083,1,1,1.0
E01002085,2,1,2.0
E01002098,2,2,1.0
E01002102,1,1,1.0
E01002108,1,1,1.0
E01002111,1,1,1.0
E01002112,1,1,1.0
E01002116,2,1,2.0
E01002121,1,1,1.0
E01002126,1,1,1.0
E01002134,3,2,1.5
