lsoa,reports,unique_users,average_per_user
E01000005,1,1,1.0
E01000042,1,1,1.0
E01000046,1,1,1.0
E01000051,1,1,1.0
E01000069,1,1,1.0
E01000080,1,1,1.0
E01000135,1,1,1.0
E01000138,1,1,1.0
E01000141,2,2,1.0
E01000161,1,1,1.0
E01000171,1,1,1.0
E01000190,1,1,1.0
E01000191,2,2,1.0
E01000192,1,1,1.0
E01000213,1,1,1.0
E01000221,1,1,1.0
E01000230,2,2,1.0
E01000235,1,1,1.0
E01000239,1,1,1.0
E01000250,1,1,1.0
E01000293,3,2,1.5
E01000306,1,1,1.0
E01000310,1,1,1.0
E01000324,1,1,1.0
E01000327,1,1,1.0
E01000328,1,1,1.0
E01000344,1,1,1.0
E01000348,1,1,1.0
E01000352,1,1,1.0
E01000383,1,1,1.0
E01000401,2,1,2.0
E01000455,1,1,1.0
E01000462,1,1,1.0
E01000490,2,1,2.0
E01000499,3,1,3.0
E01000535,3,2,1.5
E01000540,1,1,1.0
E01000550,1,1,1.0
E01000564,1,1,1.0
E01000579,1,1,1.0
E01000586,5,1,5.0
E01000610,1,1,1.0
E01000640,1,1,1.0
E01000643,1,1,1.0
E01000697,2,1,2.0
E01000713,1,1,1.0
E01000722,1,1,1.0
E01000733,2,1,2.0
E01000752,1,1,1.0
E01000786,1,1,1.0
E01000797,1,1,1.0
E01000807,1,1,1.0
E01000808,1,1,1.0
E01000810,1,1,1.0
E01000831,1,1,1.0
E01000840,1,1,1.0
E01000850,1,1,1.0
E01000854,2,2,1.0
E01000859,1,1,1.0
E01000869,1,1,1.0
E01000872,3,1,3.0
E01000876,1,1,1.0
E01000882,1,1,1.0
E01000915,1,1,1.0
E01000974,1,1,1.0
E01000986,1,1,1.0
E01000999,1,1,1.0
E01001063,1,1,1.0
E01001073,1,1,1.0
E01001109,1,1,1.0
E01001111,1,1,1.0
E01001117,1,1,1.0
E01001125,1,1,1.0
E01001178,1,1,1.0
E01001190,1,1,1.0
E01001197,1,1,1.0
E01001203,1,1,1.0
E01001221,1,1,1.0
E01001223,1,1,1.0
E01001231,1,1,1.0
E01001235,1,1,1.0
E01001244,2,2,1.0
E01001252,1,1,1.0
E01001253,1,1,1.0
E01001261,1,1,1.0
E01001277,4,1,4.0
E01001280,2,1,2.0
E01001283,1,1,1.0
E01001284,1,1,1.0
E01001289,1,1,1.0
E01001293,1,1,1.0
E01001312,1,1,1.0
E01001313,1,1,1.0
E01001335,1,1,1.0
E01001340,1,1,1.0
E01001357,1,1,1.0
E01001376,1,1,1.0
E01001381,5,1,5.0
E01001391,1,1,1.0
E01001415,2,1,2.0
E01001425,1,1,1.0
E01001526,1,1,1.0
E01001534,1,1,1.0
E01001546,1,1,1.0
E01001584,2,2,1.0
E01001618,1,1,1.0
E01001642,2,2,1.0
E01001671,1,1,1.0
E01001700,1,1,1.0
E01001734,1,1,1.0
E01001738,1,1,1.0
E01001754,1,1,1.0
E01001755,1,1,1.0
E01001762,1,1,1.0
E01001798,1,1,1.0
E01001837,1,1,1.0
E01001849,1,1,1.0
E01001853,1,1,1.0
E01001871,1,1,1.0
E01001893,1,1,1.0
E01001898,1,1,1.0
E01001910,1,1,1.0
E01001915,1,1,1.0
E01001922,1,1,1.0
E01001971,1,1,1.0
E01001984,1,1,1.0
E01001985,1,1,1.0
E01001988,1,1,1.0
E01001990,2,1,2.0
E01002000,1,1,1.0
E01002022,1,1,1.0
E01002023,1,1,1.0
E01002043,6,2,3.0
E01002064,1,1,1.0
E01002065,1,1,1.0
E01002073,2,1,2.0
E01002088,1,1,1.0
E01002105,1,1,1.0
E01002113,1,1,1.0
E01002116,2,2,1.0
E01002132,1,1,1.0
E01002146,1,1,1.0
E01002155,1,1,1.0
E01002174,1,1,1.0
E01002187,1,1,1.0
E01002193,1,1,1.0
E01002220,1,1,1.0
E01002225,1,1,1.0
E01002283,1,1,1.0
E01002293,1,1,1.0
E01002309,1,1,1.0
E01002323,1,1,1.0
E01002380,2,2,1.0
E01002384,1,1,1.0
E01002406,1,1,1.0
E01002444,1,1,1.0
E01002456,1,1,1.0
E01002482,1,1,1.0
E01002507,1,1,1.0
E01002569,1,1,1.0
E01002589,1,1,1.0
E01002601,1,1,1.0
E01002609,2,2,1.0
E01002612,1,1,1.0
E01002616,1,1,1.0
E01002629,1,1,1.0
E01002649,1,1,1.0
E01002655,1,1,1.0
E01002658,2,1,2.0
E01002669,1,1,1.0
E01002679,3,2,1.5
E01002681,1,1,1.0
E01002689,1,1,1.0
E01002701,1,1,1.0
E01002702,1,1,1.0
E01002704,4,4,1.0
E01002711,2,2,1.0
E01002724,1,1,1.0
E01002725,1,1,1.0
E01002726,1,1,1.0
E01002735,1,1,1.0
E01002743,2,2,1.0
E01002748,1,1,1.0
E01002760,1,1,1.0
E01002770,1,1,1.0
E01002805,1,1,1.0
E01002814,1,1,1.0
E01002851,1,1,1.0
E01002855,1,1,1.0
E01002875,2,1,2.0
E01002908,1,1,1.0
E01002932,1,1,1.0
E01002955,1,1,1.0
E01002963,2,1,2.0
E01002989,1,1,1.0
E01003000,1,1,1.0
E01003001,1,1,1.0
E01003002,1,1,1.0
E01003013,1,1,1.0
E01003014,1,1,1.0
E01003026,2,2,1.0
E01003038,1,1,1.0
E01003039,1,1,1.0
E01003043,1,1,1.0
E01003055,1,1,1.0
E01003071,1,1,1.0
E01003074,2,2,1.0
E01003086,1,1,1.0
E01003113,1,1,1.0
E01003116,1,1,1.0
E01003122,1,1,1.0
E01003129,1,1,1.0
E01003131,4,1,4.0
E01003144,2,2,1.0
E01003148,1,1,1.0
E01003159,1,1,1.0
E01003162,1,1,1.0
E01003167,1,1,1.0
E01003200,1,1,1.0
E01003203,1,1,1.0
E01003206,1,1,1.0
E01003210,1,1,1.0
E01003225,1,1,1.0
E01003230,1,1,1.0
E01003254,1,1,1.0
E01003255,2,1,2.0
E01003265,2,2,1.0
E01003284,1,1,1.0
E01003298,1,1,1.0
E01003308,1,1,1.0
E01003335,1,1,1.0
E01003341,1,1,1.0
E01003361,2,2,1.0
E01003398,1,1,1.0
E01003399,1,1,1.0
E01003407,1,1,1.0
E01003473,1,1,1.0
E01003474,1,1,1.0
E01003481,1,1,1.0
E01003513,5,1,5.0
E01003514,1,1,1.0
E01003535,1,1,1.0
E01003543,1,1,1.0
E01003564,1,1,1.0
E01003574,1,1,1.0
E01003617,1,1,1.0
E01003645,1,1,1.0
E01003659,1,1,1.0
E01003672,1,1,1.0
E01003673,1,1,1.0
E01003694,1,1,1.0
E01003714,2,1,2.0
E01003729,2,1,2.0
E01003746,2,2,1.0
E01003747,1,1,1.0
E01003754,1,1,1.0
E01003756,1,1,1.0
E01003757,1,1,1.0
E01003793,1,1,1.0
E01003798,1,1,1.0
E01003826,1,1,1.0
E01003834,1,1,1.0
E01003845,3,1,3.0
E01003863,1,1,1.0
E01003889,2,1,2.0
E01003892,2,1,2.0
E01003893,1,1,1.0
E01003902,1,1,1.0
