period,LSOA,report_count,user_count,average
2009,,7,7,1.0
2009,E01000002,4,2,2.0
2009,E01000003,1,1,1.0
2009,E01000005,2,2,1.0
2009,E01000006,1,1,1.0
2009,E01000007,6,3,2.0
2009,E01000009,7,2,3.5
2009,E01000010,8,2,4.0
2009,E01000012,1,1,1.0
2009,E01000013,1,1,1.0
2009,E01000015,1,1,1.0
2009,E01000019,2,1,2.0
2009,E01000021,1,1,1.0
2009,E01000025,2,2,1.0
2009,E01000027,1,1,1.0
2009,E01000038,2,2,1.0
2009,E01000039,2,2,1.0
2009,E01000040,7,2,3.5
2009,E01000042,2,2,1.0
2009,E01000044,3,2,1.5
2009,E01000046,1,1,1.0
2009,E01000050,2,1,2.0
2009,E01000051,1,1,1.0
2009,E01000052,1,1,1.0
2009,E01000062,1,1,1.0
2009,E01000069,1,1,1.0
2009,E01000070,3,3,1.0
2009,E01000071,1,1,1.0
2009,E01000072,2,1,2.0
2009,E01000080,2,2,1.0
2009,E01000083,1,1,1.0
2009,E01000085,1,1,1.0
2009,E01000094,1,1,1.0
2009,E01000096,1,1,1.0
2009,E01000099,1,1,1.0
2009,E01000100,1,1,1.0
2009,E01000102,1,1,1.0
2009,E01000105,3,2,1.5
2009,E01000106,1,1,1.0
2009,E01000115,9,2,4.5
2009,E01000116,1,1,1.0
2009,E01000117,1,1,1.0
2009,E01000119,2,2,1.0
2009,E01000121,3,3,1.0
2009,E01000122,1,1,1.0
2009,E01000123,1,1,1.0
2009,E01000125,1,1,1.0
2009,E01000126,3,2,1.5
2009,E01000128,3,3,1.0
2009,E01000129,4,1,4.0
2009,E01000133,1,1,1.0
2009,E01000135,1,1,1.0
2009,E01000136,2,2,1.0
2009,E01000138,2,2,1.0
2009,E01000139,2,2,1.0
2009,E01000140,1,1,1.0
2009,E01000141,7,5,1.4
2009,E01000144,2,2,1.0
2009,E01000147,7,3,2.3333333333333335
2009,E01000148,1,1,1.0
2009,E01000150,1,1,1.0
2009,E01000151,1,1,1.0
2009,E01000155,4,4,1.0
2009,E01000159,3,2,1.5
2009,E01000160,12,4,3.0
2009,E01000161,1,1,1.0
2009,E01000163,1,1,1.0
2009,E01000164,2,2,1.0
2009,E01000165,2,1,2.0
2009,E01000166,1,1,1.0
2009,E01000167,1,1,1.0
2009,E01000168,3,2,1.5
2009,E01000169,2,1,2.0
2009,E01000170,4,3,1.3333333333333333
2009,E01000171,11,5,2.2
2009,E01000172,1,1,1.0
2009,E01000173,14,5,2.8
2009,E01000174,2,2,1.0
2009,E01000175,1,1,1.0
2009,E01000177,3,3,1.0
2009,E01000179,1,1,1.0
2009,E01000180,3,3,1.0
2009,E01000181,1,1,1.0
2009,E01000182,2,2,1.0
2009,E01000183,2,2,1.0
2009,E01000185,2,2,1.0
2009,E01000188,6,3,2.0
2009,E01000190,1,1,1.0
2009,E01000191,2,2,1.0
2009,E01000192,1,1,1.0
2009,E01000193,2,2,1.0
2009,E01000194,2,2,1.0
2009,E01000196,1,1,1.0
2009,E01000197,7,2,3.5
2009,E01000198,1,1,1.0
2009,E01000199,1,1,1.0
2009,E01000201,1,1,1.0
2009,E01000202,3,3,1.0
2009,E01000203,1,1,1.0
2009,E01000204,1,1,1.0
2009,E01000206,3,3,1.0
2009,E01000207,2,2,1.0
2009,E01000208,2,2,1.0
2009,E01000209,1,1,1.0
2009,E01000210,1,1,1.0
2009,E01000211,2,2,1.0
2009,E01000212,2,2,1.0
2009,E01000213,2,2,1.0
2009,E01000215,3,1,3.0
2009,E01000219,1,1,1.0
2009,E01000221,3,3,1.0
2009,E01000222,1,1,1.0
2009,E01000226,1,1,1.0
2009,E01000230,2,2,1.0
2009,E01000233,1,1,1.0
2009,E01000234,2,2,1.0
2009,E01000235,5,1,5.0
2009,E01000238,2,2,1.0
2009,E01000239,2,2,1.0
2009,E01000241,1,1,1.0
2009,E01000242,1,1,1.0
2009,E01000243,4,4,1.0
2009,E01000244,1,1,1.0
2009,E01000245,2,2,1.0
2009,E01000246,1,1,1.0
2009,E01000249,1,1,1.0
2009,E01000250,2,2,1.0
2009,E01000251,4,2,2.0
2009,E01000253,3,2,1.5
2009,E01000255,1,1,1.0
2009,E01000256,1,1,1.0
2009,E01000257,3,3,1.0
2009,E01000258,2,2,1.0
2009,E01000259,2,2,1.0
2009,E01000260,1,1,1.0
2009,E01000262,2,2,1.0
2009,E01000264,1,1,1.0
2009,E01000268,2,2,1.0
2009,E01000269,2,2,1.0
2009,E01000270,1,1,1.0
2009,E01000273,4,3,1.3333333333333333
2009,E01000275,1,1,1.0
2009,E01000276,1,1,1.0
2009,E01000279,1,1,1.0
2009,E01000280,1,1,1.0
2009,E01000281,1,1,1.0
2009,E01000282,1,1,1.0
2009,E01000283,1,1,1.0
2009,E01000288,1,1,1.0
2009,E01000290,3,3,1.0
2009,E01000293,6,5,1.2
