lsoa,reports,unique_users,average_per_user
95BB21S2,1,1,1.0
95CC08W1,1,1,1.0
95GG14S1,1,1,1.0
95GG21S1,1,1,1.0
95GG32S2,1,1,1.0
95GG49S4,1,1,1.0
95GG50S1,7,1,7.0
95GG50S2,7,1,7.0
95GG50S3,1,1,1.0
95II02S3,1,1,1.0
95II09S2,1,1,1.0
95II18W1,1,1,1.0
95MM10S1,1,1,1.0
95MM12S1,3,1,3.0
95MM22S2,1,1,1.0
95QQ07W1,1,1,1.0
95SS04S1,1,1,1.0
95SS07S3,1,1,1.0
95SS08S1,2,1,2.0
95VV05S2,1,1,1.0
95WW15S1,1,1,1.0
95WW19S3,1,1,1.0
95WW20S2,2,1,2.0
95XX19W1,1,1,1.0
95YY13S1,1,1,1.0
95YY16W1,1,1,1.0
E01000002,2,2,1.0
E01000003,2,1,2.0
E01000010,1,1,1.0
E01000015,4,1,4.0
E01000023,1,1,1.0
E01000034,3,1,3.0
E01000035,1,1,1.0
E01000037,1,1,1.0
E01000046,1,1,1.0
E01000074,2,1,2.0
E01000084,1,1,1.0
E01000092,1,1,1.0
E01000095,1,1,1.0
E01000096,2,1,2.0
E01000106,1,1,1.0
E01000115,1,1,1.0
E01000117,3,2,1.5
E01000122,1,1,1.0
E01000125,3,2,1.5
E01000126,2,1,2.0
E01000127,7,1,7.0
E01000128,1,1,1.0
E01000131,1,1,1.0
E01000132,8,2,4.0
E01000133,2,2,1.0
E01000135,2,1,2.0
E01000139,2,2,1.0
E01000140,1,1,1.0
E01000141,2,1,2.0
E01000144,1,1,1.0
E01000147,1,1,1.0
E01000150,5,2,2.5
E01000155,2,2,1.0
E01000157,2,2,1.0
E01000159,2,1,2.0
E01000162,3,3,1.0
E01000164,4,2,2.0
E01000166,1,1,1.0
E01000167,1,1,1.0
E01000169,1,1,1.0
E01000173,1,1,1.0
E01000174,1,1,1.0
E01000175,1,1,1.0
E01000176,1,1,1.0
E01000179,1,1,1.0
E01000180,1,1,1.0
E01000181,2,2,1.0
E01000183,1,1,1.0
E01000184,1,1,1.0
E01000188,4,3,1.3333333333333333
E01000190,1,1,1.0
E01000192,1,1,1.0
E01000193,2,1,2.0
E01000196,4,1,4.0
E01000197,1,1,1.0
E01000201,1,1,1.0
E01000204,1,1,1.0
E01000207,1,1,1.0
E01000208,1,1,1.0
E01000211,2,1,2.0
E01000214,1,1,1.0
E01000221,2,1,2.0
E01000222,1,1,1.0
E01000223,1,1,1.0
E01000226,1,1,1.0
E01000228,4,2,2.0
E01000229,1,1,1.0
E01000231,4,2,2.0
E01000233,1,1,1.0
E01000234,2,2,1.0
E01000235,3,2,1.5
E01000239,1,1,1.0
E01000241,1,1,1.0
E01000243,1,1,1.0
E01000244,2,2,1.0
E01000246,2,1,2.0
E01000247,2,2,1.0
E01000248,1,1,1.0
E01000250,3,2,1.5
E01000253,3,3,1.0
E01000257,2,2,1.0
E01000261,1,1,1.0
E01000266,1,1,1.0
E01000270,1,1,1.0
E01000272,1,1,1.0
E01000273,4,4,1.0
E01000274,1,1,1.0
E01000275,2,2,1.0
E01000278,1,1,1.0
E01000279,2,1,2.0
E01000280,1,1,1.0
E01000281,1,1,1.0
E01000288,1,1,1.0
E01000289,1,1,1.0
E01000290,3,3,1.0
E01000294,2,2,1.0
E01000301,2,2,1.0
E01000304,1,1,1.0
E01000309,2,2,1.0
E01000310,1,1,1.0
E01000311,1,1,1.0
E01000313,1,1,1.0
E01000324,4,3,1.3333333333333333
E01000329,3,2,1.5
E01000331,1,1,1.0
E01000335,3,2,1.5
E01000346,1,1,1.0
E01000357,2,2,1.0
E01000363,2,2,1.0
E01000366,1,1,1.0
E01000369,1,1,1.0
E01000378,3,2,1.5
E01000380,1,1,1.0
E01000383,1,1,1.0
E01000388,2,1,2.0
E01000394,3,1,3.0
E01000402,1,1,1.0
E01000403,1,1,1.0
E01000404,1,1,1.0
E01000413,1,1,1.0
E01000414,1,1,1.0
E01000416,2,2,1.0
E01000417,1,1,1.0
E01000422,2,2,1.0
E01000428,11,2,5.5
E01000430,4,2,2.0
E01000431,1,1,1.0
E01000435,1,1,1.0
E01000436,1,1,1.0
E01000438,1,1,1.0
E01000440,2,1,2.0
E01000441,1,1,1.0
E01000445,1,1,1.0
E01000446,1,1,1.0
E01000447,5,2,2.5
E01000449,6,1,6.0
E01000454,2,2,1.0
E01000462,1,1,1.0
E01000465,2,2,1.0
E01000466,4,2,2.0
E01000467,2,1,2.0
E01000469,1,1,1.0
E01000470,1,1,1.0
E01000477,1,1,1.0
E01000482,1,1,1.0
E01000484,1,1,1.0
E01000487,1,1,1.0
E01000499,1,1,1.0
E01000503,1,1,1.0
E01000516,1,1,1.0
E01000518,1,1,1.0
E01000532,4,3,1.3333333333333333
E01000538,1,1,1.0
E01000539,1,1,1.0
E01000543,1,1,1.0
E01000544,1,1,1.0
E01000547,1,1,1.0
E01000548,1,1,1.0
E01000553,1,1,1.0
E01000556,1,1,1.0
E01000571,1,1,1.0
E01000572,1,1,1.0
E01000578,1,1,1.0
E01000591,1,1,1.0
E01000594,4,3,1.3333333333333333
E01000601,2,1,2.0
E01000602,1,1,1.0
E01000615,1,1,1.0
E01000632,1,1,1.0
E01000633,1,1,1.0
E01000636,1,1,1.0
E01000645,10,10,1.0
E01000646,4,4,1.0
E01000647,4,4,1.0
E01000648,6,6,1.0
E01000649,14,8,1.75
E01000650,8,6,1.3333333333333333
E01000651,3,3,1.0
E01000652,6,6,1.0
E01000653,5,5,1.0
E01000654,8,8,1.0
E01000655,3,3,1.0
E01000656,16,11,1.4545454545454546
