lsoa,reports,unique_users,average_per_user
95AA15S1,1,1,1.0
95BB01S1,2,2,1.0
95BB01S2,4,4,1.0
95BB02W1,1,1,1.0
95BB03S2,3,2,1.5
95BB04S1,1,1,1.0
95BB05S1,1,1,1.0
95BB05S2,2,1,2.0
95BB06W1,2,2,1.0
95BB07S1,1,1,1.0
95BB07S2,8,1,8.0
95BB08S1,1,1,1.0
95BB08S2,4,1,4.0
95BB09S1,3,3,1.0
95BB10S2,1,1,1.0
95BB12S2,1,1,1.0
95BB13S1,1,1,1.0
95BB13S3,1,1,1.0
95BB15S1,2,2,1.0
95BB16S1,1,1,1.0
95BB17S2,1,1,1.0
95BB19S3,1,1,1.0
95BB21S2,3,1,3.0
95BB22S1,12,1,12.0
95CC06S1,1,1,1.0
95CC16W1,1,1,1.0
95CC19W1,3,1,3.0
95DD02S1,5,1,5.0
95DD02S2,1,1,1.0
95DD04W1,2,1,2.0
95DD05W1,1,1,1.0
95DD14S2,1,1,1.0
95DD17W1,1,1,1.0
95DD21W1,1,1,1.0
95DD22S2,1,1,1.0
95EE02W1,1,1,1.0
95EE05W1,2,1,2.0
95EE11W1,1,1,1.0
95FF03W1,1,1,1.0
95GG03S1,1,1,1.0
95GG03S3,1,1,1.0
95GG04S1,1,1,1.0
95GG04S3,1,1,1.0
95GG06S1,2,2,1.0
95GG06S3,4,2,2.0
95GG09S3,1,1,1.0
95GG10S2,1,1,1.0
95GG12S3,2,2,1.0
95GG12S4,1,1,1.0
95GG13S2,1,1,1.0
95GG13S3,1,1,1.0
95GG14S2,2,2,1.0
95GG15S1,1,1,1.0
95GG15S3,3,1,3.0
95GG16S2,1,1,1.0
95GG20S1,2,2,1.0
95GG23S2,1,1,1.0
95GG28S1,1,1,1.0
95GG29S1,2,1,2.0
95GG30S2,3,3,1.0
95GG31S2,1,1,1.0
95GG32S1,1,1,1.0
95GG33S1,1,1,1.0
95GG33S2,2,2,1.0
95GG33S3,1,1,1.0
95GG34S1,2,1,2.0
95GG34S2,1,1,1.0
95GG35S1,1,1,1.0
95GG36S2,1,1,1.0
95GG38S2,1,1,1.0
95GG39S1,1,1,1.0
95GG39S2,1,1,1.0
95GG41S2,1,1,1.0
95GG41S3,2,2,1.0
95GG42S1,1,1,1.0
95GG42S3,1,1,1.0
