lsoa,reports,unique_users,average_per_user
E01000006,1,1,1.0
E01000009,2,1,2.0
E01000040,1,1,1.0
E01000044,1,1,1.0
E01000061,1,1,1.0
E01000064,1,1,1.0
E01000068,1,1,1.0
E01000071,1,1,1.0
E01000082,1,1,1.0
E01000100,1,1,1.0
E01000115,5,4,1.25
E01000117,2,2,1.0
E01000118,2,2,1.0
E01000120,1,1,1.0
E01000124,1,1,1.0
E01000126,1,1,1.0
E01000129,2,1,2.0
E01000131,2,2,1.0
E01000134,2,2,1.0
E01000135,3,3,1.0
E01000139,1,1,1.0
E01000141,3,2,1.5
E01000144,1,1,1.0
E01000145,1,1,1.0
E01000146,2,2,1.0
E01000147,2,2,1.0
E01000150,2,2,1.0
E01000151,1,1,1.0
E01000152,1,1,1.0
E01000155,1,1,1.0
E01000156,1,1,1.0
E01000157,2,2,1.0
E01000162,1,1,1.0
E01000164,1,1,1.0
E01000165,1,1,1.0
E01000167,1,1,1.0
E01000169,1,1,1.0
E01000170,2,2,1.0
E01000171,1,1,1.0
E01000172,1,1,1.0
E01000174,5,5,1.0
E01000175,1,1,1.0
E01000176,1,1,1.0
E01000177,1,1,1.0
E01000178,1,1,1.0
E01000179,1,1,1.0
E01000180,1,1,1.0
E01000181,2,2,1.0
E01000183,2,2,1.0
E01000185,1,1,1.0
E01000187,1,1,1.0
E01000188,1,1,1.0
E01000190,2,2,1.0
E01000191,2,1,2.0
E01000198,1,1,1.0
E01000201,1,1,1.0
E01000202,1,1,1.0
E01000204,2,2,1.0
E01000208,2,2,1.0
E01000210,1,1,1.0
E01000211,1,1,1.0
E01000212,4,3,1.3333333333333333
E01000213,4,4,1.0
E01000214,2,2,1.0
E01000215,1,1,1.0
E01000219,1,1,1.0
E01000220,1,1,1.0
E01000221,1,1,1.0
E01000224,1,1,1.0
E01000227,1,1,1.0
E01000228,1,1,1.0
E01000230,5,3,1.6666666666666667
E01000232,2,2,1.0
E01000233,1,1,1.0
E01000235,2,1,2.0
E01000236,4,3,1.3333333333333333
E01000238,3,3,1.0
E01000239,1,1,1.0
E01000240,1,1,1.0
E01000241,3,3,1.0
E01000243,1,1,1.0
E01000244,1,1,1.0
E01000245,2,2,1.0
E01000246,1,1,1.0
E01000248,3,3,1.0
E01000249,4,4,1.0
E01000250,3,2,1.5
E01000253,1,1,1.0
E01000257,3,3,1.0
E01000258,1,1,1.0
E01000259,7,5,1.4
E01000260,1,1,1.0
E01000261,1,1,1.0
E01000262,2,1,2.0
E01000263,1,1,1.0
E01000268,1,1,1.0
E01000269,1,1,1.0
E01000270,2,2,1.0
E01000274,1,1,1.0
E01000277,2,2,1.0
E01000279,2,2,1.0
E01000280,3,3,1.0
E01000282,1,1,1.0
E01000283,1,1,1.0
E01000285,2,2,1.0
E01000287,1,1,1.0
E01000288,1,1,1.0
E01000289,1,1,1.0
E01000290,1,1,1.0
E01000292,2,2,1.0
E01000293,3,3,1.0
E01000294,6,2,3.0
E01000296,1,1,1.0
E01000298,1,1,1.0
E01000300,1,1,1.0
E01000301,1,1,1.0
E01000302,6,6,1.0
E01000303,1,1,1.0
E01000304,2,2,1.0
E01000305,1,1,1.0
E01000306,1,1,1.0
E01000307,3,3,1.0
E01000309,1,1,1.0
E01000310,1,1,1.0
E01000313,2,2,1.0
E01000317,1,1,1.0
E01000318,3,3,1.0
E01000320,1,1,1.0
E01000323,1,1,1.0
E01000324,1,1,1.0
E01000388,1,1,1.0
E01000398,1,1,1.0
E01000417,1,1,1.0
E01000428,1,1,1.0
E01000453,1,1,1.0
E01000459,1,1,1.0
E01000471,1,1,1.0
E01000472,1,1,1.0
E01000505,2,2,1.0
E01000532,1,1,1.0
E01000543,2,1,2.0
E01000547,1,1,1.0
E01000584,1,1,1.0
E01000585,1,1,1.0
E01000586,1,1,1.0
E01000588,2,1,2.0
E01000590,1,1,1.0
E01000600,1,1,1.0
E01000607,1,1,1.0
E01000617,1,1,1.0
E01000636,1,1,1.0
E01000640,1,1,1.0
E01000671,1,1,1.0
E01000678,1,1,1.0
E01000722,1,1,1.0
E01000743,1,1,1.0
E01000749,1,1,1.0
E01000752,1,1,1.0
E01000774,1,1,1.0
E01000775,1,1,1.0
E01000787,1,1,1.0
E01000798,1,1,1.0
E01000799,2,2,1.0
E01000802,1,1,1.0
E01000851,2,2,1.0
E01000854,1,1,1.0
E01000856,1,1,1.0
E01000858,1,1,1.0
E01000870,2,1,2.0
E01000873,1,1,1.0
E01000875,1,1,1.0
E01000881,1,1,1.0
E01000887,1,1,1.0
E01000899,1,1,1.0
E01000912,1,1,1.0
E01000931,1,1,1.0
E01000938,1,1,1.0
E01000940,1,1,1.0
E01000945,1,1,1.0
E01000957,1,1,1.0
E01000958,1,1,1.0
E01000964,1,1,1.0
E01000970,1,1,1.0
E01000974,1,1,1.0
E01000975,1,1,1.0
E01001040,1,1,1.0
E01001065,1,1,1.0
E01001070,1,1,1.0
E01001071,1,1,1.0
E01001072,1,1,1.0
E01001074,1,1,1.0
E01001086,1,1,1.0
E01001091,1,1,1.0
E01001093,1,1,1.0
E01001097,1,1,1.0
E01001104,1,1,1.0
E01001108,1,1,1.0
E01001111,2,1,2.0
E01001159,1,1,1.0
E01001166,1,1,1.0
E01001192,1,1,1.0
E01001223,2,1,2.0
E01001225,1,1,1.0
E01001247,1,1,1.0
E01001252,1,1,1.0
E01001290,1,1,1.0
E01001351,1,1,1.0
E01001365,1,1,1.0
E01001369,1,1,1.0
E01001372,1,1,1.0
E01001390,1,1,1.0
E01001402,1,1,1.0
E01001405,1,1,1.0
E01001412,3,1,3.0
E01001415,2,1,2.0
E01001419,1,1,1.0
E01001445,1,1,1.0
E01001456,1,1,1.0
E01001484,2,1,2.0
E01001532,1,1,1.0
E01001534,1,1,1.0
E01001542,1,1,1.0
E01001568,1,1,1.0
E01001574,1,1,1.0
E01001580,1,1,1.0
E01001585,1,1,1.0
E01001604,1,1,1.0
E01001605,2,1,2.0
E01001615,1,1,1.0
E01001621,1,1,1.0
E01001648,1,1,1.0
E01001653,1,1,1.0
E01001662,2,2,1.0
E01001664,1,1,1.0
E01001667,1,1,1.0
E01001681,1,1,1.0
E01001683,2,1,2.0
E01001702,1,1,1.0
E01001719,1,1,1.0
E01001730,1,1,1.0
E01001736,1,1,1.0
E01001760,1,1,1.0
E01001762,2,1,2.0
E01001763,1,1,1.0
E01001769,2,2,1.0
E01001775,1,1,1.0
E01001776,1,1,1.0
E01001793,1,1,1.0
E01001803,1,1,1.0
E01001805,1,1,1.0
E01001816,1,1,1.0
E01001819,1,1,1.0
E01001841,2,1,2.0
E01001848,1,1,1.0
E01001850,1,1,1.0
E01001876,1,1,1.0
E01001914,1,1,1.0
E01001915,2,2,1.0
E01001943,1,1,1.0
E01001983,1,1,1.0
E01001988,3,1,3.0
E01001994,1,1,1.0
E01001997,1,1,1.0
E01002000,1,1,1.0
E01002008,1,1,1.0
E01002010,3,2,1.5
E01002011,1,1,1.0
E01002014,1,1,1.0
E01002017,1,1,1.0
E01002059,1,1,1.0
E01002060,1,1,1.0
E01002061,1,1,1.0
E01002062,2,1,2.0
E01002064,2,1,2.0
E01002065,2,1,2.0
E01002077,1,1,1.0
E01002141,1,1,1.0
E01002149,1,1,1.0
E01002161,1,1,1.0
E01002169,1,1,1.0
E01002170,1,1,1.0
E01002189,3,2,1.5
E01002221,1,1,1.0
E01002230,1,1,1.0
E01002298,1,1,1.0
E01002303,1,1,1.0
E01002305,1,1,1.0
E01002344,1,1,1.0
E01002391,1,1,1.0
E01002401,1,1,1.0
E01002405,1,1,1.0
E01002412,1,1,1.0
E01002438,1,1,1.0
E01002441,1,1,1.0
E01002443,2,2,1.0
E01002444,1,1,1.0
E01002471,1,1,1.0
E01002472,2,2,1.0
E01002486,2,1,2.0
E01002490,1,1,1.0
E01002507,2,2,1.0
E01002533,1,1,1.0
E01002565,1,1,1.0
E01002571,2,1,2.0
E01002572,1,1,1.0
E01002586,1,1,1.0
E01002630,1,1,1.0
E01002635,2,1,2.0
E01002637,1,1,1.0
E01002647,1,1,1.0
E01002657,1,1,1.0
E01002658,1,1,1.0
E01002659,1,1,1.0
