lsoa,reports,unique_users,average_per_user
E01000001,1,1,1.0
E01000005,4,4,1.0
E01000007,7,2,3.5
E01000009,1,1,1.0
E01000010,5,4,1.25
E01000012,2,2,1.0
E01000018,1,1,1.0
E01000020,3,3,1.0
E01000021,2,2,1.0
E01000023,1,1,1.0
E01000040,1,1,1.0
E01000041,1,1,1.0
E01000042,1,1,1.0
E01000049,1,1,1.0
E01000050,3,3,1.0
E01000055,2,1,2.0
E01000061,2,1,2.0
E01000072,1,1,1.0
E01000077,1,1,1.0
E01000082,2,1,2.0
E01000093,1,1,1.0
E01000096,2,1,2.0
E01000100,3,3,1.0
E01000104,1,1,1.0
E01000109,1,1,1.0
E01000111,2,1,2.0
E01000115,6,1,6.0
E01000116,1,1,1.0
E01000117,2,2,1.0
E01000118,4,4,1.0
E01000119,3,3,1.0
E01000120,2,2,1.0
E01000121,1,1,1.0
E01000122,1,1,1.0
E01000124,1,1,1.0
E01000126,1,1,1.0
E01000128,2,2,1.0
E01000129,6,4,1.5
E01000130,1,1,1.0
E01000132,13,2,6.5
E01000133,6,5,1.2
E01000134,2,1,2.0
E01000135,1,1,1.0
E01000137,1,1,1.0
E01000139,2,2,1.0
E01000140,2,2,1.0
E01000141,9,7,1.2857142857142858
E01000144,1,1,1.0
E01000146,5,3,1.6666666666666667
E01000147,5,2,2.5
E01000148,3,3,1.0
E01000152,1,1,1.0
E01000155,2,1,2.0
E01000156,1,1,1.0
E01000158,3,3,1.0
E01000159,1,1,1.0
E01000160,14,4,3.5
E01000161,2,1,2.0
E01000163,2,1,2.0
E01000164,3,3,1.0
E01000165,1,1,1.0
E01000167,1,1,1.0
E01000169,2,2,1.0
E01000170,1,1,1.0
E01000171,9,5,1.8
E01000172,1,1,1.0
E01000173,7,5,1.4
E01000174,4,2,2.0
E01000175,1,1,1.0
E01000177,3,2,1.5
E01000181,2,2,1.0
E01000182,6,2,3.0
E01000183,1,1,1.0
E01000184,2,2,1.0
E01000185,1,1,1.0
E01000186,1,1,1.0
E01000187,2,1,2.0
E01000188,3,3,1.0
E01000190,4,1,4.0
E01000191,1,1,1.0
E01000192,4,3,1.3333333333333333
E01000193,7,4,1.75
E01000194,3,3,1.0
E01000196,1,1,1.0
E01000197,2,2,1.0
E01000198,2,2,1.0
E01000199,1,1,1.0
E01000201,1,1,1.0
E01000203,5,5,1.0
E01000204,1,1,1.0
E01000205,3,2,1.5
E01000206,1,1,1.0
E01000207,1,1,1.0
E01000208,2,2,1.0
E01000209,2,1,2.0
E01000210,2,2,1.0
E01000211,2,2,1.0
E01000212,3,3,1.0
E01000214,1,1,1.0
E01000216,2,2,1.0
E01000217,4,3,1.3333333333333333
E01000219,5,5,1.0
E01000221,3,3,1.0
E01000222,2,2,1.0
E01000223,3,3,1.0
E01000225,2,2,1.0
E01000226,4,1,4.0
E01000228,11,7,1.5714285714285714
E01000230,2,1,2.0
E01000231,7,6,1.1666666666666667
E01000233,1,1,1.0
E01000235,4,3,1.3333333333333333
E01000236,2,2,1.0
E01000237,1,1,1.0
E01000238,11,6,1.8333333333333333
E01000240,1,1,1.0
E01000241,1,1,1.0
E01000242,2,2,1.0
E01000243,1,1,1.0
E01000244,1,1,1.0
E01000245,3,3,1.0
E01000246,3,3,1.0
E01000247,6,4,1.5
E01000248,1,1,1.0
E01000249,2,2,1.0
E01000250,2,2,1.0
E01000251,3,2,1.5
E01000252,1,1,1.0
E01000253,8,6,1.3333333333333333
E01000254,3,2,1.5
E01000255,3,3,1.0
E01000256,3,3,1.0
E01000257,3,2,1.5
E01000258,6,5,1.2
E01000259,1,1,1.0
E01000260,1,1,1.0
E01000261,19,4,4.75
E01000262,4,3,1.3333333333333333
E01000263,3,3,1.0
E01000264,13,7,1.8571428571428572
E01000267,2,2,1.0
E01000268,1,1,1.0
E01000269,6,2,3.0
E01000270,7,3,2.3333333333333335
E01000271,3,3,1.0
E01000272,1,1,1.0
E01000273,2,2,1.0
E01000275,2,2,1.0
E01000276,1,1,1.0
E01000278,1,1,1.0
E01000279,4,2,2.0
E01000280,1,1,1.0
E01000281,2,1,2.0
E01000282,11,2,5.5
E01000283,4,4,1.0
E01000284,4,3,1.3333333333333333
E01000286,2,2,1.0
E01000288,1,1,1.0
E01000289,1,1,1.0
