lsoa,reports,unique_users,average_per_user
95BB18S1,2,1,2.0
95FF01S2,1,1,1.0
95GG40S1,1,1,1.0
95HH10W1,1,1,1.0
95II05S2,1,1,1.0
95LL26S2,1,1,1.0
95MM19S2,1,1,1.0
95SS07S3,1,1,1.0
95VV05S2,2,1,2.0
95VV27W1,1,1,1.0
E01000005,1,1,1.0
E01000006,1,1,1.0
E01000074,1,1,1.0
E01000113,1,1,1.0
E01000124,2,2,1.0
E01000126,2,1,2.0
E01000131,1,1,1.0
E01000137,1,1,1.0
E01000141,3,1,3.0
E01000144,1,1,1.0
E01000154,1,1,1.0
E01000155,1,1,1.0
E01000160,1,1,1.0
E01000162,1,1,1.0
E01000196,1,1,1.0
E01000197,1,1,1.0
E01000202,3,2,1.5
E01000221,1,1,1.0
E01000223,2,2,1.0
E01000224,1,1,1.0
E01000228,1,1,1.0
E01000231,2,2,1.0
E01000235,1,1,1.0
E01000236,1,1,1.0
E01000237,1,1,1.0
E01000238,1,1,1.0
E01000239,1,1,1.0
E01000240,1,1,1.0
E01000251,1,1,1.0
E01000260,2,2,1.0
E01000263,1,1,1.0
E01000272,1,1,1.0
E01000275,1,1,1.0
E01000300,1,1,1.0
E01000302,1,1,1.0
E01000305,1,1,1.0
E01000306,1,1,1.0
E01000307,1,1,1.0
E01000309,2,2,1.0
E01000311,1,1,1.0
E01000314,1,1,1.0
E01000317,1,1,1.0
E01000337,1,1,1.0
E01000386,1,1,1.0
E01000387,1,1,1.0
E01000416,1,1,1.0
E01000480,1,1,1.0
E01000486,1,1,1.0
E01000495,1,1,1.0
E01000501,1,1,1.0
E01000535,1,1,1.0
E01000549,1,1,1.0
E01000553,1,1,1.0
E01000554,1,1,1.0
E01000558,1,1,1.0
E01000564,1,1,1.0
E01000567,1,1,1.0
E01000587,1,1,1.0
E01000592,2,1,2.0
E01000635,1,1,1.0
E01000647,2,2,1.0
E01000649,2,1,2.0
E01000650,1,1,1.0
E01000652,1,1,1.0
E01000661,4,2,2.0
E01000663,6,1,6.0
E01000668,1,1,1.0
E01000675,1,1,1.0
E01000679,1,1,1.0
E01000680,2,1,2.0
E01000684,1,1,1.0
E01000687,1,1,1.0
E01000693,1,1,1.0
E01000696,4,1,4.0
E01000697,4,1,4.0
E01000705,1,1,1.0
E01000711,1,1,1.0
E01000713,1,1,1.0
E01000715,1,1,1.0
E01000719,1,1,1.0
E01000722,1,1,1.0
E01000725,3,2,1.5
E01000733,1,1,1.0
E01000735,1,1,1.0
E01000740,1,1,1.0
E01000741,5,2,2.5
E01000743,1,1,1.0
E01000746,10,2,5.0
E01000748,2,2,1.0
E01000749,1,1,1.0
E01000755,1,1,1.0
E01000756,1,1,1.0
E01000765,1,1,1.0
E01000767,1,1,1.0
E01000768,1,1,1.0
E01000782,1,1,1.0
E01000787,4,2,2.0
E01000790,1,1,1.0
E01000794,1,1,1.0
E01000797,1,1,1.0
E01000802,1,1,1.0
E01000807,3,2,1.5
E01000808,1,1,1.0
E01000809,2,2,1.0
E01000811,1,1,1.0
E01000813,1,1,1.0
E01000824,1,1,1.0
E01000841,1,1,1.0
E01000853,2,1,2.0
E01000854,2,2,1.0
E01000856,2,1,2.0
E01000864,1,1,1.0
E01000872,1,1,1.0
E01000899,1,1,1.0
E01000914,3,2,1.5
E01000915,1,1,1.0
E01000918,2,2,1.0
