lsoa,reports,unique_users,average_per_user
E01000001,1,1,1.0
E01000005,1,1,1.0
E01000009,1,1,1.0
E01000104,1,1,1.0
E01000115,2,1,2.0
E01000121,1,1,1.0
E01000128,1,1,1.0
E01000129,1,1,1.0
E01000159,1,1,1.0
E01000160,4,2,2.0
E01000163,1,1,1.0
E01000164,1,1,1.0
E01000169,1,1,1.0
E01000174,1,1,1.0
E01000177,1,1,1.0
E01000193,1,1,1.0
E01000194,1,1,1.0
E01000201,1,1,1.0
E01000219,2,2,1.0
E01000221,1,1,1.0
E01000223,1,1,1.0
E01000228,2,2,1.0
E01000243,1,1,1.0
E01000245,1,1,1.0
E01000252,1,1,1.0
E01000253,3,3,1.0
E01000254,3,2,1.5
E01000261,1,1,1.0
E01000263,1,1,1.0
E01000270,1,1,1.0
E01000271,1,1,1.0
E01000282,1,1,1.0
E01000284,1,1,1.0
E01000298,1,1,1.0
E01000301,1,1,1.0
E01000307,4,3,1.3333333333333333
E01000320,1,1,1.0
E01000322,2,1,2.0
E01000386,1,1,1.0
E01000416,1,1,1.0
E01000420,1,1,1.0
E01000457,1,1,1.0
E01000472,1,1,1.0
E01000499,1,1,1.0
E01000504,1,1,1.0
E01000516,1,1,1.0
E01000536,1,1,1.0
E01000538,1,1,1.0
E01000553,4,1,4.0
E01000554,1,1,1.0
E01000555,2,2,1.0
E01000556,1,1,1.0
E01000557,3,2,1.5
E01000568,1,1,1.0
E01000576,1,1,1.0
E01000578,1,1,1.0
E01000579,3,1,3.0
E01000585,3,1,3.0
E01000586,2,2,1.0
E01000641,1,1,1.0
E01000642,1,1,1.0
E01000643,2,1,2.0
E01000675,1,1,1.0
E01000680,1,1,1.0
E01000685,1,1,1.0
E01000696,1,1,1.0
E01000700,2,2,1.0
E01000707,1,1,1.0
E01000708,2,1,2.0
E01000709,1,1,1.0
E01000713,1,1,1.0
E01000719,2,2,1.0
E01000722,1,1,1.0
E01000733,1,1,1.0
E01000741,1,1,1.0
E01000742,2,2,1.0
E01000747,1,1,1.0
E01000751,1,1,1.0
E01000768,1,1,1.0
E01000771,1,1,1.0
E01000775,1,1,1.0
E01000785,1,1,1.0
E01000786,1,1,1.0
E01000793,1,1,1.0
E01000794,1,1,1.0
E01000795,1,1,1.0
E01000797,2,1,2.0
E01000804,1,1,1.0
E01000813,1,1,1.0
E01000815,1,1,1.0
E01000824,1,1,1.0
E01000841,1,1,1.0
E01000847,1,1,1.0
E01000855,2,1,2.0
E01000856,1,1,1.0
E01000858,1,1,1.0
E01000866,1,1,1.0
E01000868,1,1,1.0
E01000870,1,1,1.0
E01000876,1,1,1.0
E01000887,1,1,1.0
E01000888,1,1,1.0
E01000894,1,1,1.0
E01000914,1,1,1.0
E01000916,1,1,1.0
E01000917,1,1,1.0
E01000918,1,1,1.0
E01000933,1,1,1.0
E01000937,1,1,1.0
E01000945,1,1,1.0
E01000958,1,1,1.0
E01000991,1,1,1.0
E01001022,3,2,1.5
E01001036,2,1,2.0
E01001040,1,1,1.0
E01001062,1,1,1.0
E01001069,1,1,1.0
E01001079,1,1,1.0
E01001084,1,1,1.0
E01001094,1,1,1.0
E01001097,1,1,1.0
E01001107,1,1,1.0
E01001122,2,1,2.0
E01001125,2,1,2.0
E01001137,1,1,1.0
E01001138,1,1,1.0
E01001150,1,1,1.0
E01001160,1,1,1.0
E01001164,1,1,1.0
E01001166,1,1,1.0
E01001167,1,1,1.0
E01001168,1,1,1.0
E01001177,1,1,1.0
