lsoa,reports,unique_users,average_per_user
95AA01S1,1,1,1.0
95BB12S1,1,1,1.0
95BB18S1,2,1,2.0
95CC17W1,1,1,1.0
95EE02W1,1,1,1.0
95FF01S2,1,1,1.0
95GG01S2,1,1,1.0
95GG03S3,1,1,1.0
95GG09S3,1,1,1.0
95GG16S3,1,1,1.0
95GG23S2,1,1,1.0
95GG34S1,1,1,1.0
95GG40S1,1,1,1.0
95GG41S3,1,1,1.0
95GG44S1,2,2,1.0
95HH10W1,1,1,1.0
95II03S2,2,2,1.0
95II05S2,1,1,1.0
95II07W1,1,1,1.0
95II19S1,1,1,1.0
95II19S2,1,1,1.0
95II22W1,1,1,1.0
95JJ18W1,1,1,1.0
95JJ20S1,1,1,1.0
95JJ21W1,1,1,1.0
95LL26S2,1,1,1.0
95MM19S2,1,1,1.0
95MM25S3,1,1,1.0
95NN01S1,1,1,1.0
95NN12W1,1,1,1.0
95OO19W1,1,1,1.0
95PP07W1,1,1,1.0
95SS06S1,1,1,1.0
95SS07S3,2,1,2.0
95SS16S2,1,1,1.0
95SS22S2,1,1,1.0
95TT16W1,1,1,1.0
95VV05S2,4,1,4.0
95VV06W1,1,1,1.0
95VV24S1,1,1,1.0
95VV27W1,1,1,1.0
95WW05S2,1,1,1.0
95WW13S1,1,1,1.0
95WW20S2,1,1,1.0
95WW23S2,1,1,1.0
95XX10S2,1,1,1.0
95YY05W1,1,1,1.0
95ZZ09W1,1,1,1.0
E01000001,3,3,1.0
E01000002,6,1,6.0
E01000005,2,2,1.0
E01000006,2,1,2.0
E01000007,1,1,1.0
E01000009,3,2,1.5
E01000010,7,4,1.75
E01000012,3,3,1.0
E01000020,1,1,1.0
E01000027,1,1,1.0
E01000032,2,2,1.0
E01000035,1,1,1.0
E01000037,1,1,1.0
E01000040,4,3,1.3333333333333333
E01000042,4,2,2.0
E01000044,5,1,5.0
E01000046,1,1,1.0
E01000071,1,1,1.0
E01000072,4,4,1.0
E01000074,1,1,1.0
E01000078,1,1,1.0
E01000079,1,1,1.0
E01000082,1,1,1.0
E01000085,1,1,1.0
E01000086,1,1,1.0
